iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
1,lightgbm.LGBMClassifier,accuracy,0.23050847457627133,0.7694915254237287,0.09189435304563823,0.5875706214689266,0.8361581920903954,3.771778530000006,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.4521586939333655, 'learning_rate': 0.2283669281192768, 'max_depth': 8, 'min_child_samples': 80, 'n_estimators': 1450, 'num_leaves': 56, 'reg_alpha': 1.219888741365051, 'reg_lambda': 0.7867117054580576, 'subsample': 0.6464583341719938, 'subsample_for_bin': 160000}"
2,lightgbm.LGBMClassifier,accuracy,0.22598870056497167,0.7740112994350283,0.08890005994472741,0.5988700564971752,0.8418079096045198,4.036408279999989,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5505091148473399, 'learning_rate': 0.21492485346454349, 'max_depth': 14, 'min_child_samples': 75, 'n_estimators': 1350, 'num_leaves': 56, 'reg_alpha': 1.2219152048512993, 'reg_lambda': 0.3723401294146048, 'subsample': 0.8807073241707786, 'subsample_for_bin': 220000}"
3,lightgbm.LGBMClassifier,accuracy,0.2384180790960453,0.7615819209039547,0.10475008980634384,0.5536723163841808,0.8361581920903954,8.824851232000015,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5591627451825586, 'learning_rate': 0.21901909864072427, 'max_depth': 12, 'min_child_samples': 65, 'n_estimators': 2860, 'num_leaves': 31, 'reg_alpha': 1.0502088285755313, 'reg_lambda': 0.4530236602746298, 'subsample': 0.5408798281519176, 'subsample_for_bin': 280000}"
4,lightgbm.LGBMClassifier,accuracy,0.2293785310734464,0.7706214689265536,0.10279381166593593,0.5706214689265536,0.864406779661017,7.161837982999998,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.601551336848474, 'learning_rate': 0.2269399199324023, 'max_depth': 14, 'min_child_samples': 55, 'n_estimators': 1940, 'num_leaves': 35, 'reg_alpha': 1.2012652501824124, 'reg_lambda': 0.6106424805449387, 'subsample': 0.7498412377669708, 'subsample_for_bin': 220000}"
5,lightgbm.LGBMClassifier,accuracy,0.22598870056497178,0.7740112994350282,0.09255885837863231,0.5932203389830508,0.8531073446327684,3.0091273319999345,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5031397191152824, 'learning_rate': 0.2139108984281866, 'max_depth': 4, 'min_child_samples': 105, 'n_estimators': 1200, 'num_leaves': 52, 'reg_alpha': 1.053280102420477, 'reg_lambda': 0.5536773223844327, 'subsample': 0.8878120279538169, 'subsample_for_bin': 220000}"
6,lightgbm.LGBMClassifier,accuracy,0.2418079096045197,0.7581920903954803,0.10692155699149031,0.5480225988700564,0.8418079096045198,5.1815505710000025,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6154167291688193, 'learning_rate': 0.2379726466737612, 'max_depth': 10, 'min_child_samples': 80, 'n_estimators': 1800, 'num_leaves': 56, 'reg_alpha': 0.8635684200151297, 'reg_lambda': 0.956124854152898, 'subsample': 0.7008248538899968, 'subsample_for_bin': 240000}"
7,lightgbm.LGBMClassifier,accuracy,0.22259887005649726,0.7774011299435027,0.09578562464417058,0.5875706214689266,0.8418079096045198,0.9608818000000383,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.42245996873565317, 'learning_rate': 0.19708868822332118, 'max_depth': 8, 'min_child_samples': 55, 'n_estimators': 480, 'num_leaves': 41, 'reg_alpha': 1.0875627331757634, 'reg_lambda': 0.4001184922766743, 'subsample': 0.7349058818395147, 'subsample_for_bin': 300000}"
8,lightgbm.LGBMClassifier,accuracy,0.2293785310734464,0.7706214689265536,0.09430798469995628,0.5875706214689266,0.8418079096045198,6.8317890170000055,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.411821603680148, 'learning_rate': 0.1729480164051498, 'max_depth': 5, 'min_child_samples': 110, 'n_estimators': 2840, 'num_leaves': 39, 'reg_alpha': 1.1800523229049333, 'reg_lambda': 0.8825503712459897, 'subsample': 0.5637719111794405, 'subsample_for_bin': 180000}"
9,lightgbm.LGBMClassifier,accuracy,0.2406779661016949,0.7593220338983051,0.09919076315188585,0.5649717514124294,0.8418079096045198,9.745257261000006,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.4555551181747953, 'learning_rate': 0.17866500463503132, 'max_depth': 16, 'min_child_samples': 70, 'n_estimators': 3190, 'num_leaves': 34, 'reg_alpha': 0.967113847547193, 'reg_lambda': 0.6943858457719706, 'subsample': 0.6827707321532486, 'subsample_for_bin': 300000}"
10,lightgbm.LGBMClassifier,accuracy,0.2655367231638419,0.7344632768361581,0.11417462670344974,0.519774011299435,0.8361581920903954,7.47527130800006,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5488016109151923, 'learning_rate': 0.21722091397848062, 'max_depth': 15, 'min_child_samples': 130, 'n_estimators': 3200, 'num_leaves': 42, 'reg_alpha': 1.0974864388555825, 'reg_lambda': 0.20868873526143217, 'subsample': 0.6139930086377298, 'subsample_for_bin': 120000}"
11,lightgbm.LGBMClassifier,accuracy,0.22146892655367234,0.7785310734463277,0.08921546188995201,0.6045197740112994,0.8587570621468926,1.3347863930000585,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.49785084554822745, 'learning_rate': 0.24063895858872913, 'max_depth': 4, 'min_child_samples': 55, 'n_estimators': 630, 'num_leaves': 40, 'reg_alpha': 0.9567442122816994, 'reg_lambda': 0.6474749861469047, 'subsample': 0.5032185838251513, 'subsample_for_bin': 260000}"
12,lightgbm.LGBMClassifier,accuracy,0.2282485875706215,0.7717514124293785,0.10110311167578546,0.576271186440678,0.8700564971751412,8.47735620700007,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.4289553394791341, 'learning_rate': 0.189348428531659, 'max_depth': 16, 'min_child_samples': 55, 'n_estimators': 2580, 'num_leaves': 42, 'reg_alpha': 1.0069816018100317, 'reg_lambda': 0.9981043632464953, 'subsample': 0.8343880462906073, 'subsample_for_bin': 120000}"
13,lightgbm.LGBMClassifier,accuracy,0.24519774011299433,0.7548022598870057,0.11537602958977457,0.5310734463276836,0.8587570621468926,9.60583739699996,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6314439493809878, 'learning_rate': 0.19310767474607937, 'max_depth': 12, 'min_child_samples': 95, 'n_estimators': 3390, 'num_leaves': 52, 'reg_alpha': 0.8363957761732884, 'reg_lambda': 0.8862462321005391, 'subsample': 0.9115355101599381, 'subsample_for_bin': 340000}"
14,lightgbm.LGBMClassifier,accuracy,0.23389830508474574,0.7661016949152543,0.10008773960577877,0.5706214689265536,0.847457627118644,3.3297818789999383,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5078444175647936, 'learning_rate': 0.2427127024478089, 'max_depth': 7, 'min_child_samples': 95, 'n_estimators': 1380, 'num_leaves': 64, 'reg_alpha': 0.7847193605409195, 'reg_lambda': 0.28919353800943337, 'subsample': 0.835896979004769, 'subsample_for_bin': 140000}"
15,lightgbm.LGBMClassifier,accuracy,0.22485875706214697,0.775141242937853,0.09119701140782406,0.5988700564971752,0.864406779661017,3.272354729999961,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.41343832335735586, 'learning_rate': 0.17438496925542976, 'max_depth': 8, 'min_child_samples': 60, 'n_estimators': 1150, 'num_leaves': 50, 'reg_alpha': 1.0813383906797125, 'reg_lambda': 0.6976307957578447, 'subsample': 0.8702360656086015, 'subsample_for_bin': 220000}"
16,lightgbm.LGBMClassifier,accuracy,0.25649717514124304,0.743502824858757,0.11143557591809386,0.5310734463276836,0.8361581920903954,2.976606555999979,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6160908114305843, 'learning_rate': 0.24541089952754783, 'max_depth': 5, 'min_child_samples': 135, 'n_estimators': 1560, 'num_leaves': 32, 'reg_alpha': 1.178765155038283, 'reg_lambda': 0.9078005575554603, 'subsample': 0.9968282389372398, 'subsample_for_bin': 160000}"
17,lightgbm.LGBMClassifier,accuracy,0.23389830508474574,0.7661016949152543,0.09071975734087706,0.5875706214689266,0.8418079096045198,1.157945283999993,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.4952081743771174, 'learning_rate': 0.2010308898632073, 'max_depth': 12, 'min_child_samples': 65, 'n_estimators': 580, 'num_leaves': 35, 'reg_alpha': 1.0354342371216427, 'reg_lambda': 0.6940511308838236, 'subsample': 0.5503326263134476, 'subsample_for_bin': 100000}"
18,lightgbm.LGBMClassifier,accuracy,0.21468926553672318,0.7853107344632768,0.10250773722071618,0.5819209039548022,0.8531073446327684,0.23708412600001338,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.45260199264287115, 'learning_rate': 0.20885324484986253, 'max_depth': 16, 'min_child_samples': 100, 'n_estimators': 240, 'num_leaves': 54, 'reg_alpha': 1.1570011702683152, 'reg_lambda': 0.8901128265422765, 'subsample': 0.9878996798053152, 'subsample_for_bin': 320000}"
19,lightgbm.LGBMClassifier,accuracy,0.22598870056497178,0.7740112994350282,0.09269669741014096,0.5932203389830508,0.8531073446327684,7.597268314999951,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5816798672685773, 'learning_rate': 0.20590027672717748, 'max_depth': 9, 'min_child_samples': 50, 'n_estimators': 2270, 'num_leaves': 68, 'reg_alpha': 0.9571680246857588, 'reg_lambda': 0.03913288289437833, 'subsample': 0.8546773605482818, 'subsample_for_bin': 140000}"
20,lightgbm.LGBMClassifier,accuracy,0.2666666666666667,0.7333333333333333,0.11519883458470445,0.5141242937853108,0.8361581920903954,4.694119250999961,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6914699385263834, 'learning_rate': 0.24053616439692543, 'max_depth': 9, 'min_child_samples': 140, 'n_estimators': 2080, 'num_leaves': 66, 'reg_alpha': 0.9998365606690547, 'reg_lambda': 0.6083432868977062, 'subsample': 0.580813183839682, 'subsample_for_bin': 220000}"
1,xgboost.XGBClassifier,accuracy,0.2305084745762711,0.7694915254237289,0.10584139233759543,0.559322033898305,0.8418079096045198,3.43385154300006,ok,"{'colsample_bytree': 0.4360774997008421, 'gamma': 2.5500000000000003, 'learning_rate': 0.09, 'max_depth': 13, 'min_child_weight': 5.0, 'n_estimators': 750, 'subsample': 0.5742910775490442}"
