iteration,estimator,scoring,loss,meanScore,stdScore,minScore,maxScore,trainTime,status,params
33,lightgbm.LGBMClassifier,accuracy,0.1564429629796602,0.8435570370203398,0.028808970732746384,0.8018018018018018,0.9,6.191910536000023,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6047953552817134, 'learning_rate': 0.18696635560608388, 'max_depth': 11, 'min_child_samples': 140, 'n_estimators': 2930, 'num_leaves': 55, 'reg_alpha': 0.8729384203640019, 'reg_lambda': 0.9254123215603164, 'subsample': 0.843068526503427, 'subsample_for_bin': 240000}"
34,lightgbm.LGBMClassifier,accuracy,0.1506783054948192,0.8493216945051808,0.028335859278084668,0.7927927927927928,0.8909090909090909,9.490765420000002,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6231255955710401, 'learning_rate': 0.23154200051423568, 'max_depth': 12, 'min_child_samples': 110, 'n_estimators': 3830, 'num_leaves': 46, 'reg_alpha': 0.8203299209166222, 'reg_lambda': 0.813027261249168, 'subsample': 0.9643471280630989, 'subsample_for_bin': 180000}"
35,lightgbm.LGBMClassifier,accuracy,0.15298212098670816,0.8470178790132918,0.0244301299952611,0.7927927927927928,0.8727272727272727,4.153193436000038,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5932007641075593, 'learning_rate': 0.20615564267298303, 'max_depth': 10, 'min_child_samples': 95, 'n_estimators': 1650, 'num_leaves': 36, 'reg_alpha': 0.9747928179423752, 'reg_lambda': 0.7053708167300811, 'subsample': 0.9339409662243763, 'subsample_for_bin': 300000}"
36,lightgbm.LGBMClassifier,accuracy,0.15643253762519826,0.8435674623748017,0.021339728275782323,0.8018018018018018,0.8818181818181818,2.3996911420000515,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6824549405052209, 'learning_rate': 0.22545728070518167, 'max_depth': 5, 'min_child_samples': 125, 'n_estimators': 1230, 'num_leaves': 59, 'reg_alpha': 0.8254994154704759, 'reg_lambda': 0.46205058695628964, 'subsample': 0.7283714558432146, 'subsample_for_bin': 220000}"
37,lightgbm.LGBMClassifier,accuracy,0.15522394788449834,0.8447760521155017,0.02469377584971704,0.7927927927927928,0.8818181818181818,9.233684247999918,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6368954520968099, 'learning_rate': 0.20521759285118774, 'max_depth': 17, 'min_child_samples': 105, 'n_estimators': 3650, 'num_leaves': 41, 'reg_alpha': 1.0551103890056035, 'reg_lambda': 0.8409155013782423, 'subsample': 0.7784480825008688, 'subsample_for_bin': 320000}"
38,lightgbm.LGBMClassifier,accuracy,0.1518353319958825,0.8481646680041175,0.02088406381027997,0.8018018018018018,0.8727272727272727,5.166567450999992,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6196726052474849, 'learning_rate': 0.17002953315096775, 'max_depth': 6, 'min_child_samples': 85, 'n_estimators': 1910, 'num_leaves': 46, 'reg_alpha': 0.7755779497445592, 'reg_lambda': 0.6245019793799472, 'subsample': 0.8344351479043979, 'subsample_for_bin': 260000}"
39,lightgbm.LGBMClassifier,accuracy,0.15298193314248365,0.8470180668575163,0.018784902887549488,0.8108108108108109,0.8727272727272727,3.8387744179999572,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5551461058068542, 'learning_rate': 0.21458785257534999, 'max_depth': 16, 'min_child_samples': 120, 'n_estimators': 1700, 'num_leaves': 52, 'reg_alpha': 0.9639771382730074, 'reg_lambda': 0.3956699726926536, 'subsample': 0.723039512855154, 'subsample_for_bin': 240000}"
40,lightgbm.LGBMClassifier,accuracy,0.14847742863797908,0.8515225713620209,0.01127040798519867,0.8288288288288288,0.8636363636363636,7.835664907000023,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6458420105268888, 'learning_rate': 0.23573952283526853, 'max_depth': 9, 'min_child_samples': 90, 'n_estimators': 2830, 'num_leaves': 34, 'reg_alpha': 0.8712852999210573, 'reg_lambda': 0.9240130888853548, 'subsample': 0.6654680150309931, 'subsample_for_bin': 200000}"
41,lightgbm.LGBMClassifier,accuracy,0.15525484825943536,0.8447451517405646,0.018809649364404397,0.8108108108108109,0.8727272727272727,1.1519531060000645,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5848124620055389, 'learning_rate': 0.23684597037612182, 'max_depth': 9, 'min_child_samples': 75, 'n_estimators': 610, 'num_leaves': 33, 'reg_alpha': 1.0043227576992213, 'reg_lambda': 0.23186668280919426, 'subsample': 0.6534848874452812, 'subsample_for_bin': 120000}"
42,lightgbm.LGBMClassifier,accuracy,0.15862298912757622,0.8413770108724238,0.026871911496631117,0.7927927927927928,0.8818181818181818,1.267948868000076,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.611999445574103, 'learning_rate': 0.22445675744618415, 'max_depth': 9, 'min_child_samples': 110, 'n_estimators': 740, 'num_leaves': 70, 'reg_alpha': 0.875432416766957, 'reg_lambda': 0.5985729945588569, 'subsample': 0.7468712328358147, 'subsample_for_bin': 160000}"
