iteration,estimator,scoring,loss,mean_score,std_score,min_score,max_score,train_time,status,params
1,lightgbm.LGBMClassifier,accuracy,0.21245263168646522,0.7875473683135348,0.02057904252167958,0.7669683257918553,0.8081264108352144,2.7028030429999603,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.5051083870321689, 'learning_rate': 0.2114055534467343, 'max_depth': 4, 'min_child_samples': 80, 'n_estimators': 3560, 'num_leaves': 31, 'reg_alpha': 0.7744423988281487, 'reg_lambda': 0.6499460161917955, 'subsample': 0.5650977191649373, 'subsample_for_bin': 260000}"
2,lightgbm.LGBMClassifier,accuracy,0.2000449424430304,0.7999550575569696,0.039774062081856576,0.7601809954751131,0.8397291196388262,2.0931528679999474,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6869824018320647, 'learning_rate': 0.20442616720052606, 'max_depth': 18, 'min_child_samples': 110, 'n_estimators': 3310, 'num_leaves': 62, 'reg_alpha': 1.0488865359142956, 'reg_lambda': 0.48408827577513336, 'subsample': 0.7964132768247484, 'subsample_for_bin': 200000}"
3,lightgbm.LGBMClassifier,accuracy,0.23277887296609912,0.7672211270339009,0.009302574997701818,0.7579185520361991,0.7765237020316027,1.9032479879999755,ok,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.4431132515187747, 'learning_rate': 0.15169874094731808, 'max_depth': 9, 'min_child_samples': 85, 'n_estimators': 2600, 'num_leaves': 66, 'reg_alpha': 1.1664039383211944, 'reg_lambda': 0.810234703946079, 'subsample': 0.7530686221493719, 'subsample_for_bin': 220000}"
1,xgboost.XGBClassifier,accuracy,0.1819045381653268,0.8180954618346732,0.014483723685688898,0.8036117381489842,0.832579185520362,5.3287248519999935,ok,"{'colsample_bytree': 0.4591835016793969, 'gamma': 5.4, 'learning_rate': 0.15, 'max_depth': 11, 'min_child_weight': 3.0, 'n_estimators': 3830, 'subsample': 0.535754311446256}"
2,xgboost.XGBClassifier,accuracy,0.18644474633055164,0.8135552536694484,0.00360050253822658,0.8099547511312217,0.8171557562076749,2.3676639640000303,ok,"{'colsample_bytree': 0.5540527560478923, 'gamma': 5.0, 'learning_rate': 0.05, 'max_depth': 2, 'min_child_weight': 6.0, 'n_estimators': 2390, 'subsample': 0.6537755280027246}"
3,xgboost.XGBClassifier,accuracy,0.1943505306272535,0.8056494693727465,0.000219605119352817,0.8054298642533937,0.8058690744920993,1.3768330960000412,ok,"{'colsample_bytree': 0.5278725509200903, 'gamma': 2.25, 'learning_rate': 0.02, 'max_depth': 8, 'min_child_weight': 6.0, 'n_estimators': 1130, 'subsample': 0.48624282735651553}"
1,ensemble.RandomForestClassifier,accuracy,0.21131630287120928,0.7886836971287907,0.014928041020193461,0.7737556561085973,0.8036117381489842,2.085391628000025,ok,"{'bootstrap': True, 'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 18, 'n_estimators': 1440}"
2,ensemble.RandomForestClassifier,accuracy,0.20678375534968285,0.7932162446503171,0.0036234844693217028,0.7895927601809954,0.7968397291196389,0.65889559499999,ok,"{'bootstrap': True, 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 11, 'min_samples_split': 19, 'n_estimators': 390}"
3,ensemble.RandomForestClassifier,accuracy,0.19210085492783668,0.8078991450721633,0.009256611135511628,0.7986425339366516,0.8171557562076749,8.042138898999951,ok,"{'bootstrap': False, 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 13, 'min_samples_split': 21, 'n_estimators': 6480}"
1,ensemble.GradientBoostingClassifier,accuracy,0.19997088955394626,0.8000291104460537,0.025762744757566125,0.7742663656884876,0.8257918552036199,4.001055959999974,ok,"{'learning_rate': 0.07, 'loss': 'exponential', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 18, 'n_estimators': 3950}"
