,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
Age^2_binned_5_woe_encoded,8.340210156960692,0.00397243351994816,0.27792216729171826,0.09673123835172874,12,21,12,26,40,19,82,0.013391260532612215,0.0030240452496382592,0.01115086358641809,0.0,0.013080921
Age_binned_5,0.4116669489372894,0.5212911499022387,0.4938893676785089,0.02158695742834979,47,46,54,45,39,57,0,0.007290967162605284,0.0015241828607492774,0.011079458037751799,0.0,0.0
Age_binned_5_catboost_encoded,6.429995493853574,0.011392304593288678,0.287462289786098,0.0850255497130739,59,29,23,17,22,45,0,0.010731658577211176,0.0030494779256299,0.01010429364174053,0.02,0.0
Age_binned_5_target_encoded,6.440268047368554,0.011327095699467294,0.28752688443205193,0.08509294957608216,70,39,47,39,25,52,0,0.011766428725940995,0.004125511737819433,0.010408030367654338,0.0,0.0
Age_binned_5_woe_encoded,8.340210156960692,0.00397243351994816,0.27792216729171826,0.09673123835172874,72,16,28,36,14,56,0,0.009692248017780732,0.005594837537846228,0.010053647798747123,0.02,0.0
CabinQuarter_B,27.335237831821228,2.136544755066371e-07,0.04724568291359444,0.17328491251510536,46,78,65,77,50,46,1,0.0006129479236456914,0.0,0.0012569534205528793,0.0,0.0
CabinQuarter_B_catboost_encoded,22.55497059118091,2.3822269094839513e-06,34.032168768751674,0.1578206120146036,31,67,56,67,53,37,11,0.0019396306813337931,0.00024294125514677796,0.0022344681967419646,0.0,0.00023915054
CabinQuarter_B_target_encoded,22.65748563849995,2.261466003206492e-06,34.796797612706364,0.1581699095043385,52,62,75,62,55,63,0,0.0018873531154601736,3.312790705496059e-05,0.003089751268956044,0.0,0.0
CabinQuarter_B_woe_encoded,25.260022714288436,6.065252395768008e-07,343.209294869812,0.16676763460155916,32,61,71,60,60,36,16,0.002601334861257213,0.0,0.0020124594617343516,0.0,0.0015954144
CabinQuarter_C,12.017044071175501,0.0005525920408622263,0.06025854639471416,0.11587324623174683,62,76,67,75,61,59,0,0.0012847361898426705,0.0,0.0018656095593597459,0.0,0.0
CabinQuarter_C_catboost_encoded,7.887733851044477,0.005086935909451815,10.058231426851263,0.09409458569608475,13,54,36,59,52,31,46,0.0033742631729593944,0.0017894218815075601,0.003409028420788585,0.0,0.0071485965
CabinQuarter_C_target_encoded,7.930605879131792,0.004968859883969565,10.470099732681032,0.0943476841821905,66,56,39,53,12,65,0,0.003338480404463078,0.002704509986813968,0.002995231847971608,0.02,0.0
CabinQuarter_C_woe_encoded,10.370312554363768,0.0013273799743237582,189.68274365980008,0.1077407922616478,26,48,19,57,19,34,21,0.004500519620593168,0.003616015531567652,0.0028086350841291406,0.02,0.003750248
CabinQuarter_D,20.930021741984948,5.444665472446875e-06,0.03589773053720196,0.15216593342783724,73,73,68,76,42,69,0,0.0013817287588678503,0.0,0.0011055455337373983,0.0,0.0
CabinQuarter_D_catboost_encoded,17.42639725133544,3.282300756307467e-05,26.269409284930614,0.13911683728479826,38,58,63,55,20,33,4,0.003199555474552832,0.00048444407914038473,0.002865602073970891,0.02,0.0093726115
CabinQuarter_D_target_encoded,17.547701352521802,3.0832492614034436e-05,28.1833374103501,0.1395907871430675,78,55,20,63,74,74,0,0.0023791128834382684,0.005320152057875522,0.0035364375657321386,0.0,0.0
CabinQuarter_D_woe_encoded,20.62306566838477,6.367594689087475e-06,498.3300997532737,0.15107164502661455,35,57,40,58,72,29,16,0.0028416820440037376,0.0016773175116706186,0.0027305221986507373,0.0,0.010897142
CabinQuarter_E,19.430296890445565,1.1717560248704859e-05,0.03485077723514955,0.14673471898153184,43,72,72,71,21,10,5,0.0011156280692366568,0.0,0.0022311496354542816,0.0,0.020101272
CabinQuarter_E_catboost_encoded,14.771207544281552,0.00013007229778092772,23.92723847485545,0.12827002034824012,20,50,59,51,54,26,35,0.002758815079437985,0.0007511457061921852,0.0036906186426795633,0.0,0.018436711
CabinQuarter_E_target_encoded,14.903018822671202,0.00012143326416945633,25.738401109282258,0.12883160257285053,54,59,24,50,64,44,0,0.003617263766517631,0.003094008944771884,0.0034279106393469098,0.0,0.0
CabinQuarter_E_woe_encoded,17.430347455416626,3.275619230362971e-05,156.12440510750378,0.13913229865825835,42,60,46,56,58,47,7,0.0029928544733021207,4.855607726243031e-05,0.004425849342972388,0.02,0.0
CabinQuarter_F,3.0500461124923044,0.08108257240826021,0.014473491014714804,0.05867107915597122,69,77,78,78,69,48,0,0.00010814411746448673,0.0,0.00045076202381499284,0.0,0.0
CabinQuarter_F_catboost_encoded,0.03869307945464712,0.8441032191509288,6.03224129981834,0.006619524297277406,40,63,51,68,68,50,9,0.0022449013545325874,0.00024217882054746985,0.002142379461371999,0.0,0.0
CabinQuarter_F_target_encoded,0.01568458270919452,0.9003635587018298,7.1213003887631725,0.00421456033443281,51,66,70,70,71,60,0,0.00204140880995174,0.0006595151296237847,0.002087080623800613,0.0,0.0
CabinQuarter_F_woe_encoded,0.6212476115260955,0.43079558526475514,423.18935307396924,0.026515467631732594,23,65,21,66,46,7,22,0.0027797862773139247,0.008079270111944896,0.002426002704190331,0.0,0.03315277
CabinQuarter_G,0.23685896204752224,0.6266047741882006,0.004499345654186218,0.016375943022548387,55,79,76,79,24,70,0,0.00025300229715754537,0.0,0.0003590612322234908,0.0,0.0
CabinQuarter_G_catboost_encoded,5.2243696540467015,0.02250870408834721,3.011468779223305,0.07669297888933016,33,68,25,69,17,25,16,0.0015758365684387897,0.0013693043447723314,0.0031132756516222193,0.0,0.011091031
CabinQuarter_G_target_encoded,4.998503272354656,0.025618452475995195,3.505180796691902,0.07502635946220124,74,64,43,64,76,76,0,0.001546236851034428,0.0024971524929650545,0.0023439358600880968,0.02,0.0
CabinQuarter_G_woe_encoded,1.316302951457365,0.25156739781632975,410.96259404047595,0.03858105610888118,44,71,50,65,78,78,3,0.001966033513981163,0.0003209346182732363,0.0027499824024790863,0.0,0.0
CabinQuarter_T,0.6176486413774549,0.4321332491794767,0.001128666730505282,0.02643860609906662,80,80,80,80,80,80,0,4.5045748503825266e-05,0.0,7.45831318872829e-05,0.0,0.0
CabinQuarter_T_catboost_encoded,5.355661063917512,0.020883798864397455,0.639556653280244,0.07764493043623871,79,74,79,72,79,79,0,0.0009620570154081087,0.0,0.0021650758214719202,0.0,0.0
CabinQuarter_T_target_encoded,5.560496731775405,0.018587372328019887,0.6378938337033007,0.07910670476247228,77,70,77,73,77,77,0,0.0014819969192819361,0.0,0.0022466651012769813,0.0,0.0
CabinQuarter_T_woe_encoded,3.6618161434585055,0.05599599607498712,12.783413110134836,0.06426422351196166,71,75,74,74,75,75,0,0.0010080428407483648,0.0,0.0018932291534901264,0.0,0.0
CabinQuarter_X,98.99921143628848,3.5268513723013035e-22,0.17429729643461328,0.3175121129791702,30,49,34,41,73,3,23,0.008468876030093381,0.0025030402683800315,0.012114322669995561,0.0,0.048263032
CabinQuarter_X_catboost_encoded,93.4070289095913,4.503503479412882e-21,22.96161880561482,0.3092960192855299,8,19,48,15,70,30,40,0.00823179710052546,0.0015076758721852851,0.01278941303585574,0.04,0.006946769
CabinQuarter_X_target_encoded,93.42736606965829,4.461850993951284e-21,23.04539280029888,0.3093264669838798,60,32,22,34,10,62,0,0.013025774133890448,0.006137872080646256,0.013043302112700763,0.0,0.0
CabinQuarter_X_woe_encoded,95.75410191895776,1.5432628380447314e-21,33.91980629378951,0.3127821035624403,29,41,11,28,48,24,17,0.010071365189583582,0.02227473065210955,0.009987612267595637,0.0,0.014748894
Embarked_Q,0.02107790932144501,0.884600048077949,0.07943566663474735,0.004885716138133478,41,69,73,61,51,54,6,0.002013217319284074,0.0,0.003955503029124481,0.0,0.0
Embarked_Q_catboost_encoded,13.593797848276028,0.00024078666423980676,1.8815868064158157,0.123132455004289,27,43,42,54,49,11,26,0.004487340654009639,0.0027559804232502186,0.004062437131189661,0.0,0.011193021
Embarked_Q_target_encoded,13.598334252538953,0.0002402143627306798,1.9160458062696692,0.1231526870865927,65,45,15,52,47,58,0,0.005251999943431933,0.00454810997067992,0.0047762635251594075,0.0,0.0
Embarked_Q_woe_encoded,8.335114760363384,0.003983484384242836,2.7789058580656216,0.09670196158145582,16,40,64,46,23,16,51,0.005997628125547064,0.0016590383878710689,0.00566249490778587,0.02,0.016809553
Embarked_S,18.66538992544062,1.7347078050642936e-05,0.1986734335599604,0.14387847750972307,37,52,53,49,28,18,5,0.004343287687182493,0.0007365724674810594,0.008619077347055883,0.0,0.012009495
Embarked_S_catboost_encoded,15.108469342639355,0.00010910673136056177,0.28010474769838634,0.12970175061168263,9,37,41,38,30,28,93,0.01021081486322469,0.0003115886934180683,0.007701203301916108,0.02,0.013720213
Embarked_S_target_encoded,15.11969811017761,0.00010847061891436904,0.27987932580961167,0.1297491283837908,76,22,52,31,11,67,0,0.008937687286255887,0.0008658488635675827,0.008169717613882166,0.0,0.0
Embarked_S_woe_encoded,18.019769772971173,2.4176266682781923e-05,0.2230441855709882,0.1414189013203449,15,34,31,21,63,12,60,0.010666828532319027,0.003444610929257441,0.008036568291810077,0.0,0.020498654
FamilySize,0.3297895893519543,0.5659292719267617,2.5907880877142584,0.019322220439683783,11,13,8,13,8,5,80,0.020241355914188127,0.06462975273992808,0.019059657342191713,0.06,0.035797402
Fare,69.56010911252261,2.8297122341463917e-16,3.038114456763833,0.2702302307642292,2,5,2,1,3,9,478,0.03877247698362076,0.04515217051075642,0.03367556062240628,0.12,0.018197643
Fare^2,30.434060160074214,4.538728056143038e-08,76.98914476504278,0.18253298106505564,75,3,9,4,4,72,0,0.04288577142512516,0.03762612684467315,0.03372329654794175,0.1,0.0
Fare^2_binned_5,95.02142069306541,2.1552632811306672e-21,0.4845912732611957,0.3116998377970899,39,51,69,27,67,71,5,0.0052706281604502515,0.0,0.010093788571376163,0.0,0.0
Fare^2_binned_5_catboost_encoded,90.4249311992909,1.763150547615896e-20,0.4516804507862264,0.30478448878053516,10,28,55,35,65,15,86,0.00980151488697504,0.0015706261275637292,0.009109694228489113,0.02,0.013160919
Fare^2_binned_5_target_encoded,90.46847169955888,1.7283056017048063e-20,0.45205943745789223,0.3048510405325764,63,17,27,30,57,68,0,0.010548199629908982,0.003890511819805024,0.00965729941101195,0.02,0.0
Fare^2_binned_5_woe_encoded,91.54528035909328,1.0552767016024505e-20,0.4457019621166406,0.30649046513389383,19,33,14,48,35,14,46,0.011195988894509791,0.003380443310898205,0.010062014002600055,0.0,0.021078201
Fare_binned_5,95.02142069306541,2.1552632811306672e-21,0.4845912732611957,0.3116998377970899,64,53,66,16,33,73,0,0.00674971069114411,0.0,0.01254826184302227,0.0,0.0
Fare_binned_5_catboost_encoded,90.4249311992909,1.763150547615896e-20,0.4516804507862264,0.30478448878053516,67,38,45,40,38,66,0,0.009260619094221203,0.0029731560607207217,0.010942717909694692,0.0,0.0
Fare_binned_5_target_encoded,90.46847169955888,1.7283056017048063e-20,0.45205943745789223,0.3048510405325764,68,35,57,43,9,55,0,0.013108874963633919,0.0005445169716152525,0.009086259685011082,0.0,0.0
Fare_binned_5_woe_encoded,91.54528035909328,1.0552767016024505e-20,0.4457019621166406,0.30649046513389383,61,24,32,47,37,51,0,0.01093271661674791,0.003925104445118954,0.009706566562583854,0.0,0.0
Parch,6.466784856321381,0.011160538406422445,0.6344102907848959,0.08526667715240653,25,44,30,44,41,23,34,0.007298111284313415,0.0036526740216822505,0.010326177688678384,0.0,0.011206971
Pclass_ordinal_encoded,112.79474211047025,7.041871402651942e-25,0.6912751763541767,0.3365576862846902,21,25,6,20,44,2,40,0.014951372961006843,0.04801798393207358,0.018202820603402555,0.0,0.09653988
Pclass_ordinal_encoded_catboost_encoded,101.40545619584721,1.1845253571595112e-22,0.4618386911155757,0.32095463770208255,5,8,26,12,5,43,76,0.020966522058078023,0.019308767305188896,0.0235372700848782,0.04,0.0
Pclass_ordinal_encoded_target_encoded,101.41933826041942,1.1771026816830638e-22,0.46217271645460184,0.3209743425747289,48,15,4,6,56,64,0,0.019185564488740998,0.018916043290125365,0.0201116843134922,0.0,0.0
Pclass_ordinal_encoded_woe_encoded,102.74459056879637,6.462291849986325e-23,0.4020426095939867,0.32284739140911645,28,12,18,25,66,61,30,0.025377819355800604,0.04580413600084549,0.0235062385064217,0.02,0.0
Sex_male,377.07173191521395,3.212330087345546e-70,0.22858820900762872,0.5470340420684908,36,23,60,14,62,27,11,0.03373735074023179,0.00028280019378542915,0.04447589316484175,0.0,0.00866873
Sex_male_catboost_encoded,369.9731796992186,3.916662125276459e-69,0.22515219568979208,0.5433932428340144,17,26,61,8,45,32,30,0.037974403966145966,0.0010913062763609651,0.03244111681465065,0.0,0.0078019137
Sex_male_target_encoded,369.9985037176626,3.88177579555866e-69,0.22523457383322898,0.5434063482717442,53,11,49,10,43,40,0,0.015410661118927882,0.0,0.03185306908807239,0.0,0.0
Sex_male_woe_encoded,371.9302926145514,1.9627022363343745e-69,0.23541954272104587,0.5444035825419696,34,10,29,18,16,35,21,0.03700026157031769,0.0034583751132143846,0.04604628475750338,0.02,0.002004675
SibSp,0.9810125492630424,0.3222202816602925,1.2212148488620767,0.033313158653605526,24,30,38,22,7,20,35,0.015187928854887518,0.0030474817318099346,0.0179700973816184,0.04,0.008827946
Title_ordinal_encoded,253.34584740226404,2.4366503370538236e-50,0.3803811165373935,0.4721735229798218,18,18,7,23,18,1,54,0.04062618227391311,0.17194189665231435,0.033826928707910806,0.02,0.22333269
Title_ordinal_encoded_catboost_encoded,394.4580824284837,7.45622366871785e-73,0.22349156001768636,0.5556829868793315,7,2,3,5,31,4,39,0.05324324115562775,0.03850430098584637,0.05293580632730704,0.04,0.17869323
Title_ordinal_encoded_target_encoded,393.2973668273254,1.1149513164842349e-72,0.2240210200990851,0.5551170707133817,57,7,33,11,15,49,0,0.05150875604246157,0.07340485088324836,0.03338814716757625,0.0,0.0
Title_ordinal_encoded_woe_encoded,399.2760304772809,1.4090294344751682e-73,0.2349781920076909,0.5580149796895008,22,4,1,2,6,21,25,0.05741503607874411,0.18278301628902022,0.04480145423281295,0.02,0.012633026
