,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
CabinQuarter_T,0.6176486413774549,0.4321332491794767,0.001128666730505282,0.02643860609906662,25,42,42,42,39,39,0,0.0,0.0,9.315836077952254e-05,0.0,0.0
CabinQuarter_X,98.99921143628848,3.5268513723013035e-22,0.17429729643461328,0.3175121129791702,12,25,12,24,10,4,61,0.01173778336337285,0.025958457545603237,0.027639577917232473,0.02,0.047645215
Embarked_Q,0.02107790932144501,0.884600048077949,0.07943566663474735,0.004885716138133478,19,35,39,35,42,42,13,0.004043500341972069,0.0016525755442240147,0.006462257046685853,0.0,0.0
Embarked_S,18.66538992544062,1.7347078050642936e-05,0.1986734335599604,0.14387847750972307,9,27,26,26,17,10,44,0.007590349088068602,0.0035751892729023447,0.014282805324158997,0.02,0.020789327
FamilySize,0.3297895893519543,0.5659292719267617,2.5907880877142584,0.019322220439683783,6,18,6,21,8,5,106,0.02339190614433984,0.0719659661612123,0.02173620976246205,0.08,0.048486363
Fare,69.56010911252261,2.8297122341463917e-16,3.038114456763833,0.2702302307642292,2,21,18,6,11,7,661,0.03274380850889327,0.03294573444633022,0.023585663920010394,0.0,0.028120354
FareBoxCox,102.93195211640071,5.937431127024614e-23,0.5274785116221636,0.3231109185407858,42,15,17,17,18,27,0,0.029755006045574288,0.009277036685393708,0.02412318096713124,0.06,0.0
FareYeoJohnson,102.93195211640058,5.93743112702491e-23,0.5274785116221639,0.32311091854078583,40,17,2,3,28,29,0,0.03311240710526747,0.012854467428556246,0.021720687856394257,0.06,0.0
Fare^2,30.434060160074214,4.538728056143038e-08,76.98914476504278,0.18253298106505564,39,9,15,22,3,31,0,0.027865228573943447,0.018594416180158328,0.02341786128521435,0.04,0.0
Fare^2BoxCox,104.17047796022386,3.393190449419748e-23,0.4916587088514442,0.3248450466739425,38,3,8,14,24,33,0,0.031131210615248976,0.015950093960099263,0.02679913258161856,0.04,0.0
Fare^2YeoJohnson,104.17047796022379,3.393190449419748e-23,0.49165870885144464,0.3248450466739425,35,11,14,13,4,34,0,0.028589141412389746,0.025649450031140626,0.02395093930135534,0.04,0.0
Fare^2_5_bins,95.02142069306541,2.1552632811306672e-21,0.4845912732611957,0.3116998377970899,22,32,32,29,37,36,5,0.007625183901772256,0.0012736786574671522,0.014327248505855636,0.0,0.0
Fare_5_bins,95.02142069306541,2.1552632811306672e-21,0.4845912732611957,0.3116998377970899,31,33,35,31,29,38,0,0.006237513888194073,0.0006597992398036551,0.016597940775413742,0.0,0.0
Parch,6.466784856321381,0.011160538406422445,0.6344102907848959,0.08526667715240653,15,28,30,33,36,20,36,0.006343547055688043,0.002051508468615933,0.011762802490829933,0.0,0.0069780676
Pclass_encoded,112.79474211047025,7.041871402651942e-25,0.6912751763541767,0.3365576862846902,14,24,19,18,31,2,24,0.02051725080413729,0.01737008207932438,0.03309074373438318,0.0,0.118740804
Pclass_encoded_target_encoder,101.41933826041942,1.1771026816830638e-22,0.46217271645460184,0.3209743425747289,4,14,4,8,5,16,218,0.04075416193078144,0.06191585925518301,0.040651548910978545,0.08,0.010235325
Pclass_encoded_woe,102.74459056879637,6.462291849986325e-23,0.4020426095939867,0.32284739140911645,8,8,9,12,30,13,79,0.04161968685439222,0.02882194513540222,0.03945888989101555,0.02,0.015206799
Sex_male,377.07173191521395,3.212330087345546e-70,0.22858820900762872,0.5470340420684908,10,12,20,11,33,6,33,0.05288580542250815,0.028756797989517746,0.062288594273835984,0.0,0.09832956
Sex_male_target_encoder,369.9985037176626,3.88177579555866e-69,0.22523457383322898,0.5434063482717442,5,5,5,5,7,14,162,0.07810001691063138,0.030916634791261555,0.06980356369806313,0.04,0.0127987005
Sex_male_woe,371.9302926145514,1.9627022363343745e-69,0.23541954272104587,0.5444035825419696,7,2,25,2,14,12,82,0.09253550791836967,0.007931900660616118,0.07936068768960458,0.02,0.017175259
SibSp,0.9810125492630424,0.3222202816602925,1.2212148488620767,0.033313158653605526,11,26,28,27,9,17,38,0.012903054681812137,0.001816831415795527,0.017173424443664924,0.04,0.008914947
Title_1,361.952413272766,6.723714130580153e-68,0.22758466596444193,0.5391993532321009,34,19,41,19,34,28,0,0.03445359946398523,0.00010432789424545227,0.04486738777332956,0.0,0.0
Title_2,388.7851189864714,5.346457943308161e-72,0.2434728207092471,0.5529017280649524,13,7,1,7,19,1,45,0.06758003885903277,0.4009264555926555,0.08100176225174442,0.04,0.37940297
Title_3,0.031881509562327943,0.8583289209834342,0.024240799259472052,0.00600871003254019,17,37,11,37,20,3,19,0.002733493731405094,0.04041697775724239,0.0034932597264934404,0.02,0.09098785
