index,estimator,training score,validation score,scoring,features dropped
0,SVC,0.6983050847457626,0.6949152542372882,accuracy,0
1,SVC,0.6983050847457626,0.6949152542372882,accuracy,1
2,SVC,0.6983050847457626,0.6949152542372882,accuracy,2
3,SVC,0.6983050847457626,0.6949152542372882,accuracy,3
4,SVC,0.6983050847457626,0.6949152542372882,accuracy,4
5,SVC,0.6983050847457626,0.6949152542372882,accuracy,5
6,SVC,0.6983050847457626,0.696045197740113,accuracy,6
7,SVC,0.6983050847457626,0.696045197740113,accuracy,7
8,SVC,0.6983050847457626,0.696045197740113,accuracy,8
9,SVC,0.6983050847457626,0.696045197740113,accuracy,9
10,SVC,0.6983050847457626,0.696045197740113,accuracy,10
11,SVC,0.6983050847457626,0.6983050847457627,accuracy,11
12,SVC,0.6983050847457626,0.6983050847457627,accuracy,12
13,SVC,0.6983050847457626,0.6983050847457627,accuracy,13
14,SVC,0.6983050847457626,0.6983050847457627,accuracy,14
15,SVC,0.6983050847457626,0.6983050847457627,accuracy,15
16,SVC,0.6983050847457626,0.6983050847457627,accuracy,16
17,SVC,0.6983050847457626,0.6983050847457627,accuracy,17
18,SVC,0.6983050847457626,0.6983050847457627,accuracy,18
19,SVC,0.6983050847457626,0.6983050847457627,accuracy,19
20,SVC,0.6983050847457626,0.6983050847457627,accuracy,20
21,SVC,0.6983050847457626,0.6983050847457627,accuracy,21
22,SVC,0.6983050847457626,0.6983050847457627,accuracy,22
23,SVC,0.6983050847457626,0.6983050847457627,accuracy,23
24,SVC,0.6983050847457626,0.6983050847457627,accuracy,24
25,SVC,0.6983050847457626,0.6983050847457627,accuracy,25
26,SVC,0.6983050847457626,0.6983050847457627,accuracy,26
27,SVC,0.6977401129943503,0.6915254237288135,accuracy,27
28,SVC,0.6977401129943503,0.6915254237288135,accuracy,28
29,SVC,0.6977401129943503,0.6915254237288135,accuracy,29
30,SVC,0.6977401129943503,0.6915254237288135,accuracy,30
31,SVC,0.6963276836158192,0.6949152542372882,accuracy,31
32,SVC,0.6963276836158192,0.6949152542372882,accuracy,32
33,SVC,0.6963276836158192,0.6949152542372882,accuracy,33
34,SVC,0.6963276836158192,0.6949152542372882,accuracy,34
35,SVC,0.6963276836158192,0.6949152542372882,accuracy,35
36,SVC,0.6963276836158192,0.6949152542372882,accuracy,36
37,SVC,0.6963276836158192,0.6949152542372882,accuracy,37
38,SVC,0.6963276836158192,0.6949152542372882,accuracy,38
39,SVC,0.7002824858757062,0.6971751412429379,accuracy,39
40,SVC,0.6994350282485875,0.6971751412429379,accuracy,40
41,SVC,0.6994350282485875,0.6971751412429379,accuracy,41
42,SVC,0.6994350282485875,0.6971751412429379,accuracy,42
43,SVC,0.6994350282485875,0.6971751412429379,accuracy,43
44,SVC,0.6994350282485875,0.6971751412429379,accuracy,44
45,SVC,0.6994350282485875,0.6971751412429379,accuracy,45
46,SVC,0.6994350282485875,0.6971751412429379,accuracy,46
47,SVC,0.7867231638418078,0.7796610169491525,accuracy,47
48,SVC,0.7844632768361581,0.7796610169491525,accuracy,48
49,SVC,0.7838983050847458,0.7807909604519774,accuracy,49
50,SVC,0.7830508474576272,0.7807909604519774,accuracy,50
51,SVC,0.7830508474576272,0.7807909604519774,accuracy,51
52,SVC,0.7813559322033898,0.7785310734463277,accuracy,52
53,SVC,0.7807909604519774,0.7774011299435027,accuracy,53
54,SVC,0.7861581920903955,0.7807909604519775,accuracy,54
55,SVC,0.785593220338983,0.7796610169491525,accuracy,55
56,SVC,0.7847457627118644,0.7807909604519774,accuracy,56
57,SVC,0.7844632768361581,0.7807909604519774,accuracy,57
58,SVC,0.7909604519774012,0.7841807909604519,accuracy,58
59,SVC,0.786723163841808,0.7830508474576272,accuracy,59
60,SVC,0.7816384180790961,0.776271186440678,accuracy,60
61,SVC,0.7810734463276836,0.7751412429378531,accuracy,61
62,SVC,0.781638418079096,0.776271186440678,accuracy,62
63,SVC,0.7810734463276837,0.7774011299435027,accuracy,63
64,SVC,0.8079096045197739,0.7887005649717513,accuracy,64
65,SVC,0.8084745762711865,0.7954802259887005,accuracy,65
66,SVC,0.807909604519774,0.7932203389830508,accuracy,66
67,SVC,0.8166666666666667,0.7988700564971751,accuracy,67
68,SVC,0.8319209039548022,0.8282485875706215,accuracy,68
69,SVC,0.8330508474576271,0.8305084745762711,accuracy,69
70,SVC,0.8324858757062147,0.8305084745762711,accuracy,70
71,SVC,0.831638418079096,0.8248587570621468,accuracy,71
72,SVC,0.8259887005649718,0.8203389830508476,accuracy,72
73,SVC,0.8228813559322032,0.8090395480225989,accuracy,73
74,SVC,0.7915254237288136,0.7864406779661017,accuracy,74
75,SVC,0.7909604519774012,0.7853107344632768,accuracy,75
76,SVC,0.7901129943502825,0.776271186440678,accuracy,76
77,SVC,0.7850282485875706,0.7740112994350283,accuracy,77
78,SVC,0.6762711864406781,0.6587570621468926,accuracy,78
79,SVC,0.6644067796610169,0.6610169491525424,accuracy,79
80,LGBMClassifier,0.9932203389830508,0.7774011299435027,accuracy,0
81,LGBMClassifier,0.9932203389830508,0.7774011299435027,accuracy,1
82,LGBMClassifier,0.9932203389830508,0.7774011299435027,accuracy,2
83,LGBMClassifier,0.9932203389830508,0.7774011299435027,accuracy,3
84,LGBMClassifier,0.9932203389830508,0.7774011299435027,accuracy,4
85,LGBMClassifier,0.9932203389830508,0.7785310734463277,accuracy,5
86,LGBMClassifier,0.9935028248587571,0.7774011299435029,accuracy,6
87,LGBMClassifier,0.9935028248587571,0.7774011299435029,accuracy,7
