index,Estimator,Training score,Validation score,Scoring,Features dropped
0,SVR,0.10146900941894829,0.16127728515769263,root_mean_squared_error,0
1,SVR,0.10105885347294033,0.16222859206334778,root_mean_squared_error,25
2,SVR,0.1007526527550619,0.16303587887196463,root_mean_squared_error,50
3,SVR,0.10036480427710753,0.16350882897480462,root_mean_squared_error,75
4,SVR,0.09997159386266827,0.1627274340060546,root_mean_squared_error,100
5,SVR,0.0996170356897442,0.16324134035667553,root_mean_squared_error,125
6,SVR,0.09937989807764289,0.1629121341573313,root_mean_squared_error,150
7,SVR,0.09940290289410139,0.16296081242565014,root_mean_squared_error,175
8,SVR,0.09954434234032537,0.16425372067278438,root_mean_squared_error,200
9,SVR,0.09925202931163321,0.16475936671478608,root_mean_squared_error,225
10,SVR,0.0990129692210851,0.16500294958443232,root_mean_squared_error,250
11,SVR,0.09853880805425921,0.16446499658291686,root_mean_squared_error,275
12,SVR,0.09823664443451992,0.16304210525293425,root_mean_squared_error,300
13,SVR,0.09787459561734935,0.16102038032145302,root_mean_squared_error,325
14,SVR,0.09842145238389664,0.16181286977382603,root_mean_squared_error,350
15,SVR,0.09873099986613154,0.1628286917427334,root_mean_squared_error,375
16,SVR,0.09942094559708539,0.16343715686028534,root_mean_squared_error,400
17,SVR,0.10121509351846374,0.1639958689774144,root_mean_squared_error,425
18,SVR,0.10579411877567979,0.16693472735887677,root_mean_squared_error,450
19,SVR,0.10752585464550471,0.16710030181523522,root_mean_squared_error,475
20,SVR,0.10757862826250253,0.16633015552422234,root_mean_squared_error,500
21,SVR,0.10796080583580608,0.16296885541945907,root_mean_squared_error,525
22,SVR,0.10802176330011302,0.16123099018834092,root_mean_squared_error,550
23,SVR,0.10792213958803684,0.1599504538415042,root_mean_squared_error,575
24,SVR,0.11260039750693022,0.15982659080761386,root_mean_squared_error,600
25,SVR,0.12307358958069081,0.16325839525424388,root_mean_squared_error,625
26,SVR,0.1401970579968307,0.17447206207557533,root_mean_squared_error,650
27,SVR,0.16481401622209668,0.1908911712767908,root_mean_squared_error,675
28,LGBMRegressor,0.03391752445550127,0.14272267292944313,root_mean_squared_error,0
29,LGBMRegressor,0.03391752445550127,0.14272267292944313,root_mean_squared_error,25
30,LGBMRegressor,0.0339031498556464,0.14291616712954744,root_mean_squared_error,50
31,LGBMRegressor,0.0339031498556464,0.14291616712954744,root_mean_squared_error,75
32,LGBMRegressor,0.0339031498556464,0.14291616712954744,root_mean_squared_error,100
33,LGBMRegressor,0.033980801771337055,0.14277110044372768,root_mean_squared_error,125
34,LGBMRegressor,0.03434468421818449,0.1428018417685739,root_mean_squared_error,150
35,LGBMRegressor,0.03419774297276247,0.1423733775432507,root_mean_squared_error,175
36,LGBMRegressor,0.03434319134849578,0.14208248732101314,root_mean_squared_error,200
37,LGBMRegressor,0.03405992860912914,0.14227211386393107,root_mean_squared_error,225
38,LGBMRegressor,0.03355707709808316,0.14271739136781303,root_mean_squared_error,250
39,LGBMRegressor,0.03357630526868239,0.14286793934542452,root_mean_squared_error,275
40,LGBMRegressor,0.03370879381592767,0.14307130676674154,root_mean_squared_error,300
41,LGBMRegressor,0.03327637199762959,0.14328548409664357,root_mean_squared_error,325
42,LGBMRegressor,0.033186885345304194,0.14271161011793157,root_mean_squared_error,350
43,LGBMRegressor,0.033213165829511795,0.14402076569117345,root_mean_squared_error,375
44,LGBMRegressor,0.03374669029373557,0.14377892341426082,root_mean_squared_error,400
45,LGBMRegressor,0.03368986177799407,0.14463730216021364,root_mean_squared_error,425
46,LGBMRegressor,0.0348598203043194,0.14860724109297713,root_mean_squared_error,450
47,LGBMRegressor,0.03590608376268985,0.15261076686249503,root_mean_squared_error,475
48,LGBMRegressor,0.03537087839922916,0.15448147572940513,root_mean_squared_error,500
49,LGBMRegressor,0.035740668092976755,0.1530233320037106,root_mean_squared_error,525
50,LGBMRegressor,0.036113554955868946,0.15321908295242284,root_mean_squared_error,550
51,LGBMRegressor,0.03654255308489525,0.1538538757813302,root_mean_squared_error,575
52,LGBMRegressor,0.03776221787802232,0.15423358356191305,root_mean_squared_error,600
53,LGBMRegressor,0.0436954331446497,0.1555874064872485,root_mean_squared_error,625
54,LGBMRegressor,0.051930297550840734,0.1699157024212098,root_mean_squared_error,650
55,LGBMRegressor,0.07207249897195303,0.1889337089703046,root_mean_squared_error,675
56,XGBRegressor,0.0738890481962296,0.13870380825318718,root_mean_squared_error,0
57,XGBRegressor,0.07441355488608496,0.13877682671031297,root_mean_squared_error,25
58,XGBRegressor,0.07420918188275447,0.13929337367572034,root_mean_squared_error,50
59,XGBRegressor,0.07467493485709228,0.13884130576375503,root_mean_squared_error,75
60,XGBRegressor,0.07502270836046276,0.13994012603914463,root_mean_squared_error,100
61,XGBRegressor,0.0746122997044182,0.13994468494883222,root_mean_squared_error,125
62,XGBRegressor,0.07531123826498143,0.13933077374392389,root_mean_squared_error,150
63,XGBRegressor,0.07436480664644626,0.13909707841147823,root_mean_squared_error,175
64,XGBRegressor,0.07532628230472746,0.1415924436443059,root_mean_squared_error,200
65,XGBRegressor,0.07526240283752003,0.14226190862809218,root_mean_squared_error,225
66,XGBRegressor,0.07552825917840024,0.1424023763977951,root_mean_squared_error,250
67,XGBRegressor,0.07589451153548284,0.14242191094851173,root_mean_squared_error,275
68,XGBRegressor,0.0761573314973853,0.14176357218788943,root_mean_squared_error,300
69,XGBRegressor,0.07564759751581965,0.1421096391992347,root_mean_squared_error,325
70,XGBRegressor,0.07668306047145101,0.14193655781715317,root_mean_squared_error,350
