index,Estimator,Training score,Validation score,Scoring,Features dropped
0,SVR,0.10146900941894829,0.16127728515769263,root_mean_squared_error,0
1,SVR,0.1007526527550619,0.16303587887196463,root_mean_squared_error,50
2,SVR,0.09997159386266827,0.1627274340060546,root_mean_squared_error,100
3,SVR,0.09937989807764289,0.1629121341573313,root_mean_squared_error,150
4,SVR,0.09954434234032537,0.16425372067278438,root_mean_squared_error,200
5,SVR,0.0990129692210851,0.16500294958443232,root_mean_squared_error,250
6,SVR,0.09823664443451992,0.16304210525293425,root_mean_squared_error,300
7,SVR,0.09842145238389664,0.16181286977382603,root_mean_squared_error,350
8,SVR,0.09942094559708539,0.16343715686028534,root_mean_squared_error,400
9,SVR,0.10579411877567979,0.16693472735887677,root_mean_squared_error,450
10,SVR,0.10757862826250253,0.16633015552422234,root_mean_squared_error,500
11,SVR,0.10802176330011302,0.16123099018834092,root_mean_squared_error,550
12,SVR,0.11260039750693022,0.15982659080761386,root_mean_squared_error,600
13,SVR,0.1401970579968307,0.17447206207557533,root_mean_squared_error,650
14,LGBMRegressor,0.03391752445550127,0.14272267292944313,root_mean_squared_error,0
15,LGBMRegressor,0.0339031498556464,0.14291616712954744,root_mean_squared_error,50
16,LGBMRegressor,0.0339031498556464,0.14291616712954744,root_mean_squared_error,100
17,LGBMRegressor,0.03434468421818449,0.1428018417685739,root_mean_squared_error,150
18,LGBMRegressor,0.03434319134849578,0.14208248732101314,root_mean_squared_error,200
19,LGBMRegressor,0.03355707709808316,0.14271739136781303,root_mean_squared_error,250
20,LGBMRegressor,0.03370879381592767,0.14307130676674154,root_mean_squared_error,300
21,LGBMRegressor,0.033186885345304194,0.14271161011793157,root_mean_squared_error,350
22,LGBMRegressor,0.03374669029373557,0.14377892341426082,root_mean_squared_error,400
23,LGBMRegressor,0.0348598203043194,0.14860724109297713,root_mean_squared_error,450
24,LGBMRegressor,0.03537087839922916,0.15448147572940513,root_mean_squared_error,500
25,LGBMRegressor,0.036113554955868946,0.15321908295242284,root_mean_squared_error,550
26,LGBMRegressor,0.03776221787802232,0.15423358356191305,root_mean_squared_error,600
27,LGBMRegressor,0.051930297550840734,0.1699157024212098,root_mean_squared_error,650
28,XGBRegressor,0.0738890481962296,0.13870380825318718,root_mean_squared_error,0
29,XGBRegressor,0.07420918188275447,0.13929337367572034,root_mean_squared_error,50
30,XGBRegressor,0.07502270836046276,0.13994012603914463,root_mean_squared_error,100
31,XGBRegressor,0.07531123826498143,0.13933077374392389,root_mean_squared_error,150
32,XGBRegressor,0.07532628230472746,0.1415924436443059,root_mean_squared_error,200
33,XGBRegressor,0.07552825917840024,0.1424023763977951,root_mean_squared_error,250
34,XGBRegressor,0.0761573314973853,0.14176357218788943,root_mean_squared_error,300
35,XGBRegressor,0.07668306047145101,0.14193655781715317,root_mean_squared_error,350
36,XGBRegressor,0.07601186027792767,0.14325781693723516,root_mean_squared_error,400
37,XGBRegressor,0.08096879685135874,0.14771445801837382,root_mean_squared_error,450
38,XGBRegressor,0.0836849561595303,0.15111378554931582,root_mean_squared_error,500
39,XGBRegressor,0.0834731724635262,0.151569380664441,root_mean_squared_error,550
40,XGBRegressor,0.08644318753439276,0.15145911802958428,root_mean_squared_error,600
41,XGBRegressor,0.09992902923492912,0.16687940051390238,root_mean_squared_error,650
42,RandomForestRegressor,0.0687141531193286,0.16184673862135002,root_mean_squared_error,0
43,RandomForestRegressor,0.0684716462233371,0.15971396682128952,root_mean_squared_error,50
44,RandomForestRegressor,0.06778677749893475,0.16072852240397967,root_mean_squared_error,100
45,RandomForestRegressor,0.06811790435320517,0.16079933761729287,root_mean_squared_error,150
46,RandomForestRegressor,0.06737854612691163,0.16261577819561934,root_mean_squared_error,200
47,RandomForestRegressor,0.0680595432580445,0.161283589814572,root_mean_squared_error,250
48,RandomForestRegressor,0.06796491853816065,0.16092599218386539,root_mean_squared_error,300
49,RandomForestRegressor,0.06886477152206522,0.16154928419530307,root_mean_squared_error,350
50,RandomForestRegressor,0.06987220500230626,0.16208992511929662,root_mean_squared_error,400
51,RandomForestRegressor,0.06766698501328464,0.16409637857303633,root_mean_squared_error,450
52,RandomForestRegressor,0.0683110218296062,0.16513485425325158,root_mean_squared_error,500
53,RandomForestRegressor,0.06984592893614798,0.16762937292048624,root_mean_squared_error,550
54,RandomForestRegressor,0.06943022341780979,0.16661720435196967,root_mean_squared_error,600
55,RandomForestRegressor,0.0729095594818395,0.17524491683545762,root_mean_squared_error,650
