,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
DistanceFromHome*HourlyRate_binned_5_target_encoded,1.586061579425257,0.20814263682514686,0.6197307631146959,0.03691992136390001,506,100,174,167,325,424,0,0.002178131393183022,0.0027423178965583347,0.0025851398608055503,0.0,0.0
DistanceFromHome*HourlyRate_binned_5_woe_encoded,2.1735313690865814,0.14067435270142142,0.7559494302237378,0.043208988094773,192,223,88,394,328,426,3,0.0023557694368736386,0.0023343835137307157,0.0022052727192632773,0.0,0.0
DistanceFromHome*MonthlyIncome,1.2823875556329947,0.2576891993723047,1.3229742026774984,0.033202216037526544,97,41,91,256,329,116,15,0.003719183562799699,0.0021963244210349963,0.0010244021073425617,0.0,0.0033285741
DistanceFromHome*MonthlyIncome_binned_5,0.08713799216255351,0.7679003670329775,0.4967250253894026,0.008659332722817728,314,473,374,422,331,429,0,0.0011493244800446082,0.0,0.0019160491218951818,0.0,0.0
DistanceFromHome*MonthlyIncome_binned_5_catboost_encoded,2.6879198790821617,0.10138241020333179,0.522943938146772,0.04804004152307636,60,392,375,265,332,86,29,0.0010272828098137246,0.0,0.0010588395067474997,0.0,0.0037597893
DistanceFromHome*MonthlyIncome_binned_5_target_encoded,2.6803050867020644,0.10186702693202822,0.5205834459128076,0.04797210212013192,535,332,380,336,335,459,0,0.001560894181517446,0.0,0.001057247148601048,0.0,0.0
DistanceFromHome*MonthlyIncome_binned_5_woe_encoded,1.0214863402223011,0.31237710834962285,0.30605449974083443,0.029636192879015404,124,147,152,385,338,440,11,0.0014954020650665531,0.0015330145849195512,0.0022872324030282247,0.0,0.0
DistanceFromHome*MonthlyRate,7.536029829581805,0.006140957865794198,0.8403138979482244,0.08027207724509883,55,13,8,1,339,77,23,0.004762475598229401,0.010126435825219665,0.002500876911791307,0.0,0.0052666785
DistanceFromHome*MonthlyRate_binned_5,11.041578162409461,0.0009186593989212803,0.5017182130584192,0.09701946437478896,541,450,385,110,330,470,0,0.001583583497102895,0.0,0.0018785676902990467,0.0,0.0
DistanceFromHome*MonthlyRate_binned_5_catboost_encoded,2.4934585467944905,0.11459241925620453,0.8208290155269439,0.04627352131730677,188,203,388,200,340,473,4,0.0029831366665150722,0.0,0.0022983041139863067,0.0,0.0
DistanceFromHome*MonthlyRate_binned_5_target_encoded,2.4979134421695433,0.11426938892661252,0.8220055894823106,0.04631475117994096,432,213,392,295,342,472,0,0.0008092872662999193,0.0,0.0018702555123368688,0.0,0.0
DistanceFromHome*MonthlyRate_binned_5_woe_encoded,3.9429394360661965,0.047303176978320094,0.9117533263060267,0.058152903683910545,203,241,491,158,344,477,3,0.0012975663083384498,0.0,0.0020343852396441193,0.0,0.0
DistanceFromHome*PercentSalaryHike,11.810672353848325,0.000609740543251199,0.597995077620119,0.10030862653642456,41,7,11,2,346,24,20,0.0044470497141011305,0.02082993689693585,0.002236475261252257,0.0,0.007974044
DistanceFromHome*PercentSalaryHike_binned_5,10.335603779979524,0.0013408075670753178,0.4847995713324122,0.09389488809951504,551,403,389,180,348,445,0,0.0009883867533009138,3.7800911227141964e-05,0.0017496818515216742,0.0,0.0
DistanceFromHome*PercentSalaryHike_binned_5_catboost_encoded,5.932542050671242,0.015013315719036469,0.33231648103069805,0.07127078346828938,209,233,316,214,350,112,6,0.0012688230887500066,0.003948989536011513,0.0012242059290114935,0.0,0.009442682
DistanceFromHome*PercentSalaryHike_binned_5_target_encoded,5.941177827412665,0.014940312356266517,0.3318411235910892,0.07132237401360923,339,154,77,369,352,479,0,0.001957469705909323,0.0013057563673286791,0.0013297217545053448,0.0,0.0
DistanceFromHome*PercentSalaryHike_binned_5_woe_encoded,7.727755576859124,0.005525568304770611,0.36034754660718477,0.0812801115685003,270,190,445,223,353,483,1,0.0013529955057566495,0.0,0.0011311989598796477,0.0,0.0
DistanceFromHome*TotalWorkingYears,2.338713413999432,0.12646590396416724,1.1905935459662997,0.04481762459030483,120,121,107,249,356,107,8,0.0028552795604370835,0.0022918426652262344,0.001826469434731414,0.0,0.0074075
DistanceFromHome*TotalWorkingYears_binned_5,2.496792857955548,0.114350549206803,0.49698648457150957,0.046304383707333155,426,470,403,335,358,451,0,0.0004282157539487938,0.0,0.001244670884772522,0.0,0.0
DistanceFromHome*TotalWorkingYears_binned_5_catboost_encoded,0.020078555015293882,0.8873424707894055,0.37370329663662355,0.004156802698318586,37,144,30,233,360,54,14,0.0018633318031479982,0.0034613681160864432,0.002462275607879878,0.0,0.008398596
DistanceFromHome*TotalWorkingYears_binned_5_target_encoded,0.01949831831982917,0.8889714938673733,0.3746753052240372,0.004096301083691445,372,109,408,319,362,456,0,0.0023775728299141445,0.0014077870486630954,0.0019238840950784937,0.0,0.0
DistanceFromHome*TotalWorkingYears_binned_5_woe_encoded,0.04540380765107439,0.8313006203784525,0.41028366589176185,0.006250785397747315,183,200,136,106,364,460,4,0.0028427756056820064,0.0007701837093721679,0.0020180858194702015,0.0,0.0
DistanceFromHome*YearsAtCompany,3.2626873290594625,0.07113153241256472,1.5617275703546731,0.05291463540298495,73,125,93,267,366,42,10,0.002168418048337907,0.0060351520491657585,0.0015101054174875988,0.0,0.0074332533
DistanceFromHome*YearsAtCompany_binned_5,1.978486663598238,0.1598173014049094,0.4947390796046338,0.0412281727230059,361,493,414,381,368,496,0,0.0012201887604347298,0.0,0.001410012852641167,0.0,0.0
DistanceFromHome*YearsAtCompany_binned_5_catboost_encoded,0.6447093272749275,0.4221748071303213,0.4432846817742761,0.023548240728035283,170,289,411,327,370,498,6,0.001297039490813252,0.0,0.0018250787410716352,0.0,0.0
DistanceFromHome*YearsAtCompany_binned_5_target_encoded,0.6476548060110296,0.4211170227746739,0.4417769167223289,0.023601941867552996,360,215,501,276,371,499,0,0.001997356325087425,0.0,0.001302461966401955,0.0,0.0
DistanceFromHome*YearsAtCompany_binned_5_woe_encoded,1.4139262803611712,0.23464863002333422,0.329722353832753,0.03486151481551711,201,159,415,406,21,120,6,0.0013117137443895092,0.0,0.0015260785034908247,0.02,0.0039784717
DistanceFromHome*YearsInCurrentRole,5.498465307053609,0.019200758292657678,1.2872835462581427,0.06862661618906368,150,180,119,511,376,503,3,0.002229977343491756,0.001936949515437504,0.0013791212272664288,0.0,0.0
DistanceFromHome*YearsInCurrentRole_binned_5,9.318083651288125,0.002320578754658666,0.4821218750369032,0.08919199504360746,447,505,473,412,378,465,0,0.0005640924332082888,0.0,0.0011679429747185127,0.0,0.0
DistanceFromHome*YearsInCurrentRole_binned_5_catboost_encoded,32.23975392770303,1.7204378805152804e-08,0.5762211176257318,0.16430474178631693,49,133,391,37,380,19,21,0.0023213495531347592,0.0021968090102783165,0.001396050766359808,0.0,0.008337338
DistanceFromHome*YearsInCurrentRole_binned_5_target_encoded,32.250156204131976,1.7114995363700195e-08,0.5770848076660968,0.16433053072759807,561,454,314,88,382,480,0,0.001036528518997242,0.007445341184709384,0.0020219737742615336,0.0,0.0
DistanceFromHome*YearsInCurrentRole_binned_5_woe_encoded,32.7241021670744,1.350044635849567e-08,0.5345804907921681,0.16550078473655458,184,198,33,135,383,64,6,0.0011364492395851316,0.004414685401382104,0.0018259909069971395,0.0,0.004673538
DistanceFromHome*YearsSinceLastPromotion,0.00039078358500869005,0.9842316419964308,4.402554485117255,0.0005799159040320985,182,60,28,87,32,87,9,0.0033516005354767126,0.0026104861906382664,0.0016373128323940909,0.02,0.0073380233
DistanceFromHome*YearsSinceLastPromotion_binned_5,0.6400824049813527,0.42384448468787117,0.33753789958786506,0.023463635258298057,443,480,530,159,387,515,0,0.002053960423588448,0.0022222392115287164,0.0013924532641322544,0.0,0.0
DistanceFromHome*YearsSinceLastPromotion_binned_5_catboost_encoded,2.3596146695948716,0.12478517005168407,0.2646080787169854,0.045017044291613455,59,407,196,359,391,61,16,0.0014307034017412607,0.0,0.0014350199765494247,0.0,0.0047188583
DistanceFromHome*YearsSinceLastPromotion_binned_5_target_encoded,2.364889667528033,0.12436492824680147,0.26505552579957087,0.04506723267302179,448,282,466,446,393,519,0,0.0009090466507368726,0.0,0.0016071691204117076,0.0,0.0
DistanceFromHome*YearsSinceLastPromotion_binned_5_woe_encoded,3.657782770526118,0.05605348954278959,0.30250655724141956,0.056017461081959256,163,373,525,395,395,153,6,0.0005745318613323491,0.0,0.0012041366137184796,0.0,0.0028278478
DistanceFromHome*YearsWithCurrManager,2.71464465505552,0.09970146635699656,1.5469252230702852,0.048277717192663064,91,85,35,209,397,66,10,0.0032251723665823132,0.006046710127770599,0.0018519984599263072,0.0,0.0043572206
DistanceFromHome*YearsWithCurrManager_binned_5,15.410173195042509,9.160461748916917e-05,0.48509904081198846,0.11440364664553383,513,455,441,438,399,526,0,0.0006935379348319167,0.0,0.00150841180784701,0.0,0.0
DistanceFromHome*YearsWithCurrManager_binned_5_catboost_encoded,39.08128392022002,5.698748486072366e-10,6.02219005495657,0.18038408247611612,128,348,511,192,401,528,10,0.0016138340349781996,0.0,0.0015476672171319727,0.0,0.0
DistanceFromHome*YearsWithCurrManager_binned_5_target_encoded,39.09501814693946,5.660096807531497e-10,6.029805397484034,0.1804147441216585,517,342,531,392,403,530,0,0.0013809617050123185,0.0,0.0013773581997685936,0.0,0.0
DistanceFromHome*YearsWithCurrManager_binned_5_woe_encoded,40.3706337237428,3.0099359812808115e-10,2.784539287791482,0.18323718155842042,179,434,444,315,405,532,8,0.0015627370051479082,0.0,0.0014636089093167965,0.0,0.0
DistanceFromHome^2,7.442456362712406,0.006466312564634714,1.0361597210498215,0.07977535033583497,357,101,443,155,409,534,0,0.0030778567132291844,0.0004900778019740809,0.0024887761857513603,0.0,0.0
DistanceFromHome^2_binned_5,10.526305105298395,0.0012103952282341377,0.4603120829938239,0.09474944605981571,347,386,448,333,407,536,0,0.000764234592817961,0.0,0.001598865342836069,0.0,0.0
DistanceFromHome^2_binned_5_catboost_encoded,5.7515090657526144,0.016631444321364448,0.37203914242649283,0.07018037520370272,181,379,472,491,411,538,7,0.0012405384803478143,0.0,0.0009484867425189635,0.0,0.0
DistanceFromHome^2_binned_5_target_encoded,5.762346687691623,0.016529686373782763,0.3716404408194533,0.07024613888331828,331,341,469,317,413,540,0,0.0009990464470054016,0.0,0.0018402189575532476,0.0,0.0
DistanceFromHome^2_binned_5_woe_encoded,7.495471461124753,0.006279873601466742,0.39963213560447025,0.0800571647258928,249,302,463,219,415,542,1,0.0018400593068570133,0.0,0.001719975542861566,0.0,0.0
DistanceFromHome_binned_5,10.526305105298395,0.0012103952282341377,0.4603120829938239,0.09474944605981571,536,469,446,166,420,544,0,0.0003889386696640201,0.0,0.00190888598751401,0.0,0.0
DistanceFromHome_binned_5_catboost_encoded,5.7515090657526144,0.016631444321364448,0.37203914242649283,0.07018037520370272,538,258,447,421,421,500,0,0.0016087742941239202,0.0,0.0014131296113389239,0.0,0.0
DistanceFromHome_binned_5_target_encoded,5.762346687691623,0.016529686373782763,0.3716404408194533,0.07024613888331828,542,226,467,300,424,504,0,0.0009130253167376693,0.0,0.0015437134105653616,0.0,0.0
DistanceFromHome_binned_5_woe_encoded,7.495471461124753,0.006279873601466742,0.39963213560447025,0.0800571647258928,543,234,452,221,417,505,0,0.001681207750137472,3.7142850842828116e-05,0.001549584768136907,0.0,0.0
EducationField_Life Sciences,3.2407312158039496,0.07208784525702837,0.24154990493735307,0.05273678832291116,155,525,183,228,425,179,10,0.00022224408713567882,0.0,0.000993956722610982,0.0,0.0033772532
EducationField_Life Sciences_catboost_encoded,0.24053074143271422,0.623915641046161,0.3822401506099136,0.014385908270031897,54,408,458,404,427,123,9,0.0014324859793201795,0.0,0.0021516154548166843,0.0,0.0043150415
EducationField_Life Sciences_target_encoded,0.24165978150891151,0.6231027371396152,0.38145769135276314,0.014419625129003702,332,391,440,290,429,512,0,0.0015696903159599833,0.0,0.0012846135001072802,0.0,0.0
EducationField_Life Sciences_woe_encoded,0.8819609462393067,0.34786032019049307,0.2272789961092986,0.027539551331844155,277,464,479,403,431,516,2,0.0015155718967737914,0.00036754284312027135,0.0013904086812763239,0.0,0.0
EducationField_Marketing,2.6456832029480877,0.10410264025636609,0.09720229449345189,0.0476619722406616,286,519,461,478,433,520,1,0.0006976120309561432,0.0013654936762531307,0.0012268487176866148,0.0,0.0
EducationField_Marketing_catboost_encoded,0.8791027677524575,0.348642373866242,3.078974230325985,0.027494925077615466,164,286,54,396,436,522,4,0.0011815155624422555,0.0024804374113458517,0.001655306697687458,0.0,0.0
EducationField_Marketing_target_encoded,0.8901085289280996,0.3456440129689252,3.1281011809490837,0.02766636759487452,563,435,182,388,437,255,0,0.0018225092196736837,0.0018491514579951304,0.0015555134017923799,0.0,0.0
EducationField_Marketing_woe_encoded,2.498050235750594,0.1142594857678253,43.87433906786449,0.04631601661278728,264,375,474,393,439,89,1,0.000914215627967617,0.0,0.0017258831606865154,0.0,0.010547132
EducationField_Medical,2.2386829483935227,0.1348671241571492,0.2161996197494125,0.04385057405410068,457,547,457,351,441,548,0,0.00038795424095015504,0.0,0.0012925904770476994,0.0,0.0
EducationField_Medical_catboost_encoded,0.0025683267719825787,0.959590289939268,0.3060499897911104,0.0014866940230483063,106,288,477,217,444,550,11,0.001397871951256592,0.0,0.0016303935839286632,0.0,0.0
EducationField_Medical_target_encoded,0.0027818899561205084,0.9579452454821633,0.3057991355647108,0.0015472710128042531,466,323,146,164,446,551,0,0.0011193186265989474,0.0,0.001978833674883508,0.0,0.0
EducationField_Medical_woe_encoded,0.44729562000239825,0.5037548675929823,0.289749720799472,0.01961601057746568,287,316,247,268,447,126,2,0.0013496439703967842,0.0006618920233714663,0.0017011318825553377,0.0,0.004128385
EducationField_Other,0.0897931286696766,0.7644939054600974,0.0542469680329708,0.008790259751632707,417,562,462,563,450,555,0,0.00017704296449659436,0.0,0.00032896356892483393,0.0,0.0
EducationField_Other_catboost_encoded,8.532647760403785,0.003555727807256324,3.889654669800073,0.08537881901603565,198,433,546,449,452,257,7,0.0009345975798823318,0.0005305755332081699,0.001515600209341546,0.0,0.0
EducationField_Other_target_encoded,8.512889542639313,0.0035942532584039163,3.982296313927208,0.08528062979257389,479,449,493,356,453,258,0,0.0010709980687273412,0.0,0.0012455668719143062,0.0,0.0
EducationField_Other_woe_encoded,6.219585243141771,0.012772635614447499,4.09345096091828,0.07296565253997503,223,458,149,410,9,106,10,0.0010204377518105534,0.0,0.001111114250548025,0.02,0.0036634603
EducationField_Technical Degree,9.28812459681248,0.0023585281339023423,0.08206902965246042,0.08904963552988546,110,495,62,247,33,21,14,0.0004323203172997571,0.0013911546532702,0.002056808777366207,0.0,0.00475313
EducationField_Technical Degree_catboost_encoded,7.204147337453237,0.007376924748443015,17.721625647457508,0.07849574570086229,265,292,503,99,459,283,1,0.001560034810324562,0.00024487201343313675,0.0022968735661647384,0.0,0.0
EducationField_Technical Degree_target_encoded,7.224096985360779,0.007295896850902072,17.896427715176234,0.078603684764965,475,217,499,120,462,263,0,0.0010235260194433398,0.002450554396274979,0.0018915120466385601,0.02,0.0
EducationField_Technical Degree_woe_encoded,9.219800211233931,0.00244745214885407,72.11360422896894,0.08872408969447028,279,328,162,59,464,264,1,0.0013969230418582083,0.0,0.002317842286013367,0.0,0.0
Education_ordinal_encoded,0.05114713894384462,0.8211188282158786,0.2531766275787957,0.0066343449810330815,218,465,256,206,465,265,5,0.0013928618791819547,0.0,0.0016753308802813388,0.0,0.0
Education_ordinal_encoded_catboost_encoded,3.333483058256259,0.06813951423008698,0.9346704382506119,0.05348401643734043,42,187,513,138,468,142,12,0.0022507593216397215,0.00039558911433531586,0.0010862134191236073,0.0,0.0020796126
Education_ordinal_encoded_target_encoded,3.299552179222353,0.06955633393146657,0.9461004501277336,0.0532118931779833,487,122,202,136,469,267,0,0.002203222789015608,0.0009712258339510585,0.001967086294215699,0.0,0.0
Education_ordinal_encoded_woe_encoded,2.010676359985285,0.15646377641949846,0.42389323804104,0.04156163309271647,92,71,80,293,19,117,18,0.0026961349973196264,0.0012011934652851083,0.0024000035139219635,0.02,0.0025774173
EnvironmentSatisfaction_ordinal_encoded,16.23915124274477,5.945928321829263e-05,0.3064190904689364,0.11739914620703154,45,115,58,46,474,6,33,0.0031083937898224796,0.00823837641695976,0.003975660273544358,0.0,0.007977914
EnvironmentSatisfaction_ordinal_encoded_catboost_encoded,13.873392453451316,0.00020493348315567402,5.020353331701611,0.10862031409016966,16,28,100,6,475,38,31,0.003703569979087636,0.009184066422390443,0.003831334392510869,0.0,0.005972321
EnvironmentSatisfaction_ordinal_encoded_target_encoded,13.885560616965613,0.0002036265748688669,5.04521069984607,0.10866737609467403,500,63,5,50,16,290,0,0.0022921854279879176,0.00686419613815174,0.004935738495985397,0.0,0.0
EnvironmentSatisfaction_ordinal_encoded_woe_encoded,14.900333240792044,0.00011958330459315312,3.5618555610470435,0.11251959175237007,90,35,167,25,480,138,13,0.003116842436131235,0.009151202194066187,0.0045264785451676216,0.02,0.004029447
Gender_Male,5.434591046291514,0.01991203145524933,0.23972319646673987,0.06822870931912636,273,515,407,291,481,76,7,0.00028400787162000216,0.0006235525953922592,0.0017214668062312357,0.0,0.006595729
Gender_Male_catboost_encoded,2.072762025628411,0.1502190823380229,0.4298892053742417,0.042197299475961375,70,298,218,227,483,276,7,0.0011115928556279173,0.0,0.0015446474699089797,0.02,0.0
Gender_Male_target_encoded,2.0754816057256704,0.14995207337175587,0.4291908429891751,0.042224923689867175,519,405,534,241,24,296,0,0.001213314229632074,0.0,0.002114371360280925,0.0,0.0
Gender_Male_woe_encoded,3.0400500198147884,0.08149787868774248,0.3143768605776615,0.05108224046126393,216,357,150,189,487,311,4,0.0005740804142308713,0.0007686828391700887,0.0017737514259512316,0.0,0.0
HourlyRate,0.40559488366576246,0.5243393204817177,0.3358356577831473,0.018679592088174792,67,98,538,345,489,47,15,0.002417844784086877,0.0,0.0015984123244534702,0.0,0.0049522305
HourlyRate*MonthlyIncome,23.474719253366157,1.436802799963479e-06,0.8793192853267984,0.1407194260343979,22,18,16,277,490,55,24,0.00481121734017295,0.011939841604053317,0.002296517536198053,0.0,0.0043235947
HourlyRate*MonthlyIncome_binned_5,32.17725011960697,1.775140345436262e-08,0.495865918860193,0.1641496898611979,439,427,442,191,488,280,0,0.0015153162061959744,0.0,0.002505992091271485,0.0,0.0
HourlyRate*MonthlyIncome_binned_5_catboost_encoded,27.207430752690655,2.1623594917589802e-07,1.227712302877664,0.15125681774263416,88,131,456,64,486,145,10,0.0012435326750771748,9.082939292817151e-05,0.002513444594583079,0.0,0.0036963504
HourlyRate*MonthlyIncome_binned_5_target_encoded,27.21905340178553,2.149695840716349e-07,1.2279049926764896,0.1512883824315671,438,186,65,116,110,302,0,0.0017868101017849995,0.00035473285566635463,0.002270008279631662,0.0,0.0
HourlyRate*MonthlyIncome_binned_5_woe_encoded,27.658961090320926,1.7213589431475012e-07,1.4853376148299333,0.15247782610572272,254,293,437,150,160,284,2,0.001194682949224364,0.0031186911711716687,0.0020570950091606402,0.0,0.0
HourlyRate*MonthlyRate,0.04264781312598378,0.836426022813445,0.47195007134092853,0.006058112718289914,25,74,103,371,170,50,24,0.002940322114125235,0.003984838395067435,0.0014674835576831684,0.0,0.00461924
HourlyRate*MonthlyRate_binned_5,0.10283956351393428,0.7485059565497834,0.49826997791712435,0.00940714484712565,504,468,544,292,172,288,0,0.0008354332098862869,0.0,0.0009474725643180553,0.0,0.0
HourlyRate*MonthlyRate_binned_5_catboost_encoded,0.003773825091525533,0.9510261570779596,0.4161409876789453,0.0018021341420296285,29,88,510,248,184,161,24,0.002069319618122403,0.0,0.0014762172751467165,0.0,0.003236593
HourlyRate*MonthlyRate_binned_5_target_encoded,0.004063951958753629,0.9491809460833174,0.41654594437398174,0.0018701242389797508,294,166,276,239,202,308,1,0.0029414877647054006,0.0006188803518660529,0.0017870107338646222,0.0,0.0
HourlyRate*MonthlyRate_binned_5_woe_encoded,0.22647621450052008,0.6342385180371506,0.35342198493321575,0.013959373140141713,180,139,180,311,204,316,4,0.0017606282254282368,0.0,0.001717141036340733,0.0,0.0
HourlyRate*PercentSalaryHike,0.24851516164343077,0.6182168893702138,0.49253991559665894,0.014622678948488604,3,42,59,383,4,69,43,0.0023856724736494956,0.0035936892739331146,0.0014138487061883282,0.04,0.0036894633
HourlyRate*PercentSalaryHike_binned_5,0.0069757118161321635,0.9334518828306546,0.49978356272363345,0.0024501343424177717,321,446,349,177,212,320,0,0.0007857625799715547,0.0,0.0022741268093935453,0.0,0.0
HourlyRate*PercentSalaryHike_binned_5_catboost_encoded,0.0013122178744319985,0.9711095341770326,0.3633633225098741,0.0010626730465856772,24,132,524,171,214,173,20,0.002465746880512034,0.0,0.0016976601649281366,0.0,0.004223559
HourlyRate*PercentSalaryHike_binned_5_target_encoded,0.0014707203440195845,0.9694152356139529,0.3626539230587158,0.0011250238026025512,544,119,113,125,220,330,0,0.0011770599958306335,0.0008580497721273412,0.0015216668753597565,0.0,0.0
HourlyRate*PercentSalaryHike_binned_5_woe_encoded,0.21833805394246356,0.6403967729777766,0.35919160777819226,0.013706319643000243,123,193,352,133,224,332,11,0.0016440422348519299,0.0023469618595294756,0.0015953148115034166,0.0,0.0
HourlyRate*TotalWorkingYears,21.910922137089493,3.191936122436673e-06,0.9030758890568699,0.1360413127905805,136,4,46,170,372,57,13,0.003481571633788561,0.004980777528343499,0.002179726571574162,0.0,0.0049893945
HourlyRate*TotalWorkingYears_binned_5,29.1006115146138,8.321110328901757e-08,0.4928900446971576,0.1563064263303317,505,438,438,431,384,342,0,0.00033509253209377805,0.0,0.001140398900754256,0.0,0.0
HourlyRate*TotalWorkingYears_binned_5_catboost_encoded,22.5904492348518,2.2555635625704972e-06,0.7135006968665872,0.13809511635193572,148,290,487,304,388,58,5,0.0011677968363529468,0.0,0.0010942217081754814,0.0,0.005995827
HourlyRate*TotalWorkingYears_binned_5_target_encoded,22.60059401061934,2.243911398814188e-06,0.7144746356099158,0.13812552886243779,509,232,542,450,454,350,0,0.0011195127877743549,0.0,0.0016434578079938982,0.0,0.0
HourlyRate*TotalWorkingYears_binned_5_woe_encoded,22.88536379990867,1.9403834661909763e-06,0.8694747681730511,0.13897629925943314,221,281,67,308,456,352,7,0.0016331220399569272,0.004095544304748684,0.001220436307171331,0.0,0.0
HourlyRate*YearsAtCompany,15.194255609111265,0.00010254362160496383,0.8973390200262988,0.11360976119936816,82,12,85,156,2,68,15,0.006575011554027328,0.0047767125538801854,0.0021665231099117425,0.02,0.0035629445
HourlyRate*YearsAtCompany_binned_5,32.21344918244245,1.7432502430611e-08,0.4969458910499404,0.16423950795651973,351,496,504,494,492,356,0,0.0006489494593909996,0.0,0.0014390223439449152,0.0,0.0
HourlyRate*YearsAtCompany_binned_5_catboost_encoded,39.19214814780876,5.394149076370459e-10,4.724240487499441,0.1806314181897163,245,344,436,364,494,167,5,0.001096523055692082,0.0,0.001625419593707399,0.0,0.002679631
HourlyRate*YearsAtCompany_binned_5_target_encoded,39.20482310125373,5.360381468589754e-10,4.745479204139742,0.18065967126314875,364,208,505,280,496,364,0,0.0012505875223954121,0.0,0.002268540349151662,0.0,0.0
HourlyRate*YearsAtCompany_binned_5_woe_encoded,37.61634410759745,1.1786117062203887e-09,3.1226637414897915,0.1770790181369855,119,280,557,357,498,380,6,0.0016839648823744518,0.0,0.0010851766001324613,0.0,0.0
HourlyRate*YearsInCurrentRole,24.838449987582784,7.180199336861237e-07,0.650700750588504,0.14466598937043337,51,269,125,340,29,103,19,0.0010506009489207801,0.001989051909057754,0.0009134073659998726,0.02,0.00655548
HourlyRate*YearsInCurrentRole_binned_5,29.761945141705542,5.965524312468002e-08,0.49781606853957794,0.15802867513471078,408,508,532,508,502,404,0,0.0004413516498251069,0.0,0.0009675323171598184,0.0,0.0
HourlyRate*YearsInCurrentRole_binned_5_catboost_encoded,29.60417855514788,6.458210372754323e-08,0.5633686371311508,0.15761970078824608,145,322,368,342,504,408,8,0.0006335405205195629,0.0,0.0009270819210713562,0.0,0.0
HourlyRate*YearsInCurrentRole_binned_5_target_encoded,29.616237625335106,6.419150768773032e-08,0.5637670152894754,0.15765100248685138,472,476,370,411,506,412,0,0.0013338657805668425,0.0,0.0016153295939845497,0.0,0.0
HourlyRate*YearsInCurrentRole_binned_5_woe_encoded,29.903106910903972,5.556747658546214e-08,0.520049316462577,0.1583936186750938,166,324,142,337,508,414,15,0.0010478011078798276,0.0010044240056393376,0.0015742697299978021,0.0,0.0
HourlyRate*YearsSinceLastPromotion,1.7050963534179964,0.19188128147570932,1.5573934703237509,0.03827833109840408,158,127,144,270,510,48,7,0.001517919993189405,0.0016728679961138034,0.0013840274871917584,0.0,0.0052495785
HourlyRate*YearsSinceLastPromotion_binned_5,3.0099583417804556,0.08301956746545966,0.33731814102337004,0.0508294515440942,476,517,547,487,512,420,0,0.00037987891958364556,0.0,0.0010104537836378164,0.0,0.0
HourlyRate*YearsSinceLastPromotion_binned_5_catboost_encoded,0.23318631138597068,0.6292621879429814,0.340497345045833,0.014164618769543834,66,306,160,341,514,16,15,0.0017139774880152486,0.0027418177041552793,0.0015281893424987896,0.0,0.009295308
HourlyRate*YearsSinceLastPromotion_binned_5_target_encoded,0.23329600494148164,0.6291815742202351,0.34061931949129526,0.014167949310015193,478,204,217,79,516,430,0,0.001289820769189335,0.0,0.001463571935117088,0.0,0.0
HourlyRate*YearsSinceLastPromotion_binned_5_woe_encoded,0.0691918853362354,0.7925636794841731,0.33164088584608664,0.007716344139592805,215,185,17,168,518,177,2,0.0018956261485461692,0.007232890818301577,0.0011631211141805856,0.0,0.0037218365
HourlyRate*YearsWithCurrManager,20.217823248200144,7.602410129590358e-06,0.5362959880565104,0.13077310830294658,152,206,51,513,520,45,7,0.0009162678400787226,0.0009309288410620877,0.0009602712055043284,0.0,0.0045420583
HourlyRate*YearsWithCurrManager_binned_5,30.203331040507013,4.7783898861694856e-08,0.49740422881165786,0.15916671603234198,434,566,556,521,522,446,0,0.000556116169687132,0.0,0.0012271090469735998,0.0,0.0
HourlyRate*YearsWithCurrManager_binned_5_catboost_encoded,34.376230491337886,5.913217399933808e-09,3.513410864486938,0.169509966617488,76,283,554,258,524,92,9,0.0006497312516810007,0.0,0.001157468414682835,0.0,0.004354474
HourlyRate*YearsWithCurrManager_binned_5_target_encoded,34.389054765562136,5.875496783204564e-09,3.504725944825943,0.16954067338836512,450,174,555,497,526,452,0,0.002005927383221101,0.0,0.002113569407423951,0.0,0.0
HourlyRate*YearsWithCurrManager_binned_5_woe_encoded,34.31491307041839,6.096958291036507e-09,1.8761631141176507,0.16936306055689812,143,117,76,129,528,101,8,0.0006443026869565323,0.006190627762031179,0.000968785093335718,0.0,0.005958912
HourlyRate^2,0.672651208192956,0.4122970009332949,0.33356161444256843,0.024052832936673194,458,91,419,127,530,462,0,0.0025519168650035284,0.0003325374036672606,0.0014223287638997046,0.0,0.0
HourlyRate^2_binned_5,1.012378540861111,0.3145431598512371,0.4963244411379176,0.02950389113463139,480,398,480,178,532,466,0,0.0008009472013697204,0.0,0.0017183611607224677,0.0,0.0
HourlyRate^2_binned_5_catboost_encoded,0.9137036949638321,0.33933244207545143,0.40958593107357016,0.02803037748651723,35,156,482,226,534,94,11,0.0028087525914788154,0.0,0.0019335661475951133,0.0,0.0046633333
