,f_value,p_value,variance,correlation_to_target,LGBMClassifier_rfe_rank,RandomForestClassifier_rfe_rank,GradientBoostingClassifier_rfe_rank,ExtraTreesClassifier_rfe_rank,AdaBoostClassifier_rfe_rank,XGBClassifier_rfe_rank,LGBMClassifier_feature_importance,RandomForestClassifier_feature_importance,GradientBoostingClassifier_feature_importance,ExtraTreesClassifier_feature_importance,AdaBoostClassifier_feature_importance,XGBClassifier_feature_importance
HourlyRate^2_binned_5_target_encoded,0.9175484656881234,0.33831874071774204,0.409668168534714,0.028089243609328567,488,130,484,65,536,484,0,0.001545578093912153,0.0,0.0012549553396348073,0.0,0.0
HourlyRate^2_binned_5_woe_encoded,1.8461584491181038,0.17449453609888557,0.3959709149380339,0.039827834829492335,104,274,488,201,538,124,12,0.0013743789062720516,0.0,0.0016999712153380948,0.0,0.005658657
HourlyRate_binned_5,1.012378540861111,0.3145431598512371,0.4963244411379176,0.02950389113463139,514,371,494,301,540,488,0,0.0013268373769946887,0.0,0.0017756959703073344,0.0,0.0
HourlyRate_binned_5_catboost_encoded,0.9137036949638321,0.33933244207545143,0.40958593107357016,0.02803037748651723,520,202,506,181,542,490,0,0.0012172968756933291,0.0,0.002172663759200257,0.0,0.0
HourlyRate_binned_5_target_encoded,0.9175484656881234,0.33831874071774204,0.409668168534714,0.028089243609328567,522,184,514,145,544,506,0,0.00126262156164479,0.0,0.001902669199582135,0.0,0.0
HourlyRate_binned_5_woe_encoded,1.8461584491181038,0.17449453609888557,0.3959709149380339,0.039827834829492335,524,96,516,172,546,508,0,0.0015739571771451267,0.0,0.0015392066550430886,0.0,0.0
JobInvolvement_ordinal_encoded,23.076909209934637,1.7597738929441065e-06,0.5189261758836102,0.13954540891828798,108,300,114,92,548,5,12,0.002305558713025483,0.004318552898741504,0.0024068273996624466,0.0,0.0061438563
JobInvolvement_ordinal_encoded_catboost_encoded,22.688248460210836,2.1457184448974226e-06,1.9894196988434905,0.13838800370143714,20,34,23,11,549,162,19,0.0038483535417711233,0.0070601807533063315,0.002730684310561243,0.02,0.002060151
JobInvolvement_ordinal_encoded_target_encoded,22.711694720116615,2.120193088783372e-06,2.0421953015120997,0.1384581208906875,546,78,171,52,8,552,0,0.003332459816304581,0.004965399058784784,0.0038564653713045187,0.0,0.0
JobInvolvement_ordinal_encoded_woe_encoded,23.151043187188225,1.6944944246267757e-06,1.578364189685512,0.13976500069243872,77,47,157,33,554,556,19,0.003590624148193012,0.0008591910935857931,0.0037591685618418693,0.0,0.0
JobLevel_ordinal_encoded,31.044051397756565,3.1328363057723834e-08,0.2948689419704538,0.1613098758968481,214,406,548,320,556,2,2,0.0003513931967477882,0.0,0.0023376274284157487,0.0,0.015689487
JobLevel_ordinal_encoded_catboost_encoded,41.96260656767823,1.3707139964214544e-10,0.23140694305405365,0.18669157918410872,52,153,558,32,558,18,23,0.0006736514724029327,0.008270990303522945,0.0032110831806852393,0.0,0.0069551067
JobLevel_ordinal_encoded_target_encoded,41.954083081351534,1.376492611968469e-10,0.23289606193777473,0.18667327851216153,556,70,20,43,14,562,0,0.0026756346291392135,0.00036590744512343286,0.0026130530545778784,0.02,0.0
JobLevel_ordinal_encoded_woe_encoded,39.67453611880691,4.247786439345641e-10,0.27150556092976597,0.18170316811846077,131,149,170,98,562,564,7,0.0019845276527180114,0.008370027721565013,0.003365791503419081,0.0,0.0
JobRole_Human Resources,5.321099947651457,0.021243916859598908,0.03398268206563455,0.06751581902422495,566,543,566,490,564,566,0,8.985688669664165e-05,0.0,0.0012810520873309168,0.0,0.0
JobRole_Human Resources_catboost_encoded,1.8112126796380132,0.1786253428999994,29.002873464200654,0.03944967742554054,284,548,568,203,566,568,1,0.0007961255182145142,0.0,0.00130473580565406,0.0,0.0
JobRole_Human Resources_target_encoded,1.8488776757178955,0.17417775595939486,30.740370631736955,0.03985710889822148,355,479,567,238,567,567,0,0.0005574669463982784,0.0,0.001460253535096194,0.0,0.0
JobRole_Human Resources_woe_encoded,3.829697407840467,0.05059119302051251,172.60150638785206,0.05731452182250609,346,483,158,186,565,565,0,0.0005603755452655172,0.0008867069749029545,0.00176686156778219,0.0,0.0
JobRole_Laboratory Technician,11.4245597879347,0.0007488636911687027,0.14676255594525334,0.09867159545482779,204,521,155,339,563,75,3,0.0004951365253634069,0.0008083977481597218,0.001569210003778397,0.0,0.006046662
JobRole_Laboratory Technician_catboost_encoded,9.15333612567571,0.0025372256115258267,20.03255457694866,0.08840622074066189,87,279,367,134,561,368,4,0.001442038502343273,0.003078226545002719,0.0017853535349787258,0.0,0.0
JobRole_Laboratory Technician_target_encoded,9.162844111425372,0.0025241807288997435,20.139622026718772,0.08845176555424607,338,218,187,126,70,370,0,0.0014125153668344153,0.0,0.0017015285299165064,0.0,0.0
JobRole_Laboratory Technician_woe_encoded,11.23130477743905,0.0008301558428579907,36.2851445700394,0.09784154118738869,149,255,60,174,72,170,7,0.0011557835049071997,0.0007239619282743822,0.0021739122226887894,0.0,0.002394792
JobRole_Manager,10.125316842623173,0.001501215457160931,0.0647451907747901,0.0929431287010704,389,567,241,568,74,331,0,6.151440724719436e-05,0.0,8.903463379653854e-05,0.0,0.0
JobRole_Manager_catboost_encoded,7.135480522175186,0.007662934223733243,5.614757313388301,0.07812305035904123,421,524,261,543,68,333,0,0.00014017743875905799,0.0,0.0009720386334361318,0.0,0.0
JobRole_Manager_target_encoded,7.171646609837252,0.00751090837210014,5.76596956376045,0.07831957158165706,391,564,286,537,76,343,0,0.0002569686788767855,0.0,0.0007664388134936731,0.0,0.0
JobRole_Manager_woe_encoded,8.934343398337543,0.002857420455437475,84.88241995683947,0.0873504302454538,392,555,270,524,78,388,0,0.00022061181560700037,0.0,0.0006689562554935994,0.0,0.0
JobRole_Manufacturing Director,6.664224815847752,0.009958360423049088,0.08903635408178928,0.07551442936236806,348,560,237,561,80,390,0,0.00016316365064508224,0.0,0.00023244770174106065,0.0,0.0
JobRole_Manufacturing Director_catboost_encoded,4.033474340241861,0.04483704117068981,5.149877865380992,0.05881446354079132,367,522,209,523,82,392,0,0.0003513453490360413,0.0,0.0012753332927612332,0.0,0.0
JobRole_Manufacturing Director_target_encoded,4.050375467834742,0.04439188084247377,5.246753219080192,0.0589371302410785,353,467,298,468,84,345,0,0.0006627371892560118,0.0009117042423996759,0.0014596891771766582,0.0,0.0
JobRole_Manufacturing Director_woe_encoded,5.404429200418221,0.020257329654211564,49.45363430819789,0.06803999101005004,379,488,134,507,86,347,0,0.0006729275704924605,0.0,0.000769759234825273,0.0,0.0
JobRole_Research Director,9.727833678816317,0.0018596290214045106,0.048118084340052665,0.09111601031876565,384,568,254,567,87,344,0,0.0,0.0,0.0001919370635243652,0.0,0.0
JobRole_Research Director_catboost_encoded,7.372853298566898,0.0067197129155459326,19.521715500102008,0.0794038010441506,437,539,275,564,89,334,0,0.00025966473654464813,0.0,0.0006268018368218685,0.0,0.0
JobRole_Research Director_target_encoded,7.408131240683555,0.006590033573973258,20.2688305740663,0.07959234111574724,386,552,289,550,90,335,0,0.00027114950805087295,0.0,0.0007195900051965363,0.0,0.0
JobRole_Research Director_woe_encoded,8.816180573908504,0.003046967818355835,662.7964168899459,0.08677525140349893,388,545,222,545,91,336,0,0.00013650143763446147,0.0,0.0005856979466404525,0.0,0.0
JobRole_Research Scientist,0.09012266132107559,0.7640749715933124,0.15906977362100116,0.008806373460121924,116,509,111,231,92,133,9,0.0009804566781046317,0.0018340987666174773,0.0018721068007251406,0.0,0.0033812074
JobRole_Research Scientist_catboost_encoded,6.416631127558737,0.011436309373331715,0.4760192942937536,0.07410622178357608,169,410,86,401,93,99,9,0.0013846631350338582,0.0033386078465327167,0.0018238796562910977,0.0,0.0071137403
JobRole_Research Scientist_target_encoded,6.410163536544037,0.011477804563526973,0.47382374389277787,0.07406906998616154,534,444,268,405,94,349,0,0.0006508344538113578,0.0,0.0014575432365799606,0.0,0.0
JobRole_Research Scientist_woe_encoded,3.7779365253334554,0.05217382673816753,0.5984766373247337,0.056927146171301846,232,402,311,428,42,131,2,0.0007977351670755929,0.0,0.001737318011193135,0.02,0.004797312
JobRole_Sales Executive,1.2171407684238038,0.27015093124963285,0.17347456926583296,0.03234744686449636,139,550,255,298,104,4,6,0.0014844079744815936,0.003066087444624354,0.0014743359934013339,0.0,0.0091458615
JobRole_Sales Executive_catboost_encoded,0.08806882510743698,0.7666997873031394,1.562618538380375,0.008705457109648452,255,252,22,367,106,128,4,0.0017228964588805878,0.004241857767204457,0.0013542711229035413,0.0,0.010747311
JobRole_Sales Executive_target_encoded,0.08647577108762455,0.7687587438793906,1.5713769484482882,0.008626368337148735,537,439,410,286,108,367,0,0.0011165186110432416,0.0,0.0023035498212802346,0.0,0.0
JobRole_Sales Executive_woe_encoded,0.3371512333608096,0.5615908059299666,5.066584981824376,0.017031241875558954,533,308,148,273,111,354,0,0.001517893589397572,0.002215073142864243,0.001677387793114428,0.0,0.0
JobRole_Sales Representative,20.573288565097453,6.333996313711545e-06,0.048118084340052665,0.1318978833662131,256,506,101,470,112,95,1,0.0005063379463827982,0.0008225634421463483,0.0012764256789945128,0.0,0.0052066827
JobRole_Sales Representative_catboost_encoded,16.273310857139,5.8411486169150206e-05,19.873619843357783,0.11752085434110408,375,452,277,264,113,394,0,0.0009446539572172695,0.0,0.0012834008510495833,0.0,0.0
JobRole_Sales Representative_target_encoded,16.31279301674182,5.722357522896375e-05,20.69639232861244,0.11766136068009847,411,510,269,283,114,353,0,0.0010336250473913504,0.0012600581621950754,0.0016178320357277062,0.0,0.0
JobRole_Sales Representative_woe_encoded,18.234249514366827,2.1127155764005443e-05,64.13262438260526,0.1242967690947854,412,377,234,210,115,351,0,0.0012694669700040692,0.0,0.0015204502779916224,0.0,0.0
JobSatisfaction_ordinal_encoded,12.82386724934582,0.00035636342484322874,0.2990109572985676,0.1044775852494506,50,148,69,16,11,28,29,0.002704878192726734,0.007585034917937401,0.003792817101057212,0.0,0.0053278795
JobSatisfaction_ordinal_encoded_catboost_encoded,3.840863227862299,0.05025650129470514,1.054661740152604,0.057397738912522395,14,82,45,61,123,30,35,0.005065347119514768,0.013249585981054577,0.002557772901806151,0.0,0.007906381
JobSatisfaction_ordinal_encoded_target_encoded,3.847118280434087,0.05007003291427363,1.058945596181519,0.05744430345152803,415,22,10,34,126,365,0,0.00285449155438958,0.0076977614368410364,0.002419506221611866,0.02,0.0
JobSatisfaction_ordinal_encoded_woe_encoded,5.081723851206484,0.024364968266372113,0.9185575838551204,0.06598647006323195,153,44,106,77,128,56,5,0.003784364415231419,0.003548024156681334,0.002759976139275136,0.0,0.004065692
MaritalStatus_Married,9.542586543540498,0.0020552439898758085,0.2489342355428018,0.09025141373087746,260,561,278,402,129,373,4,0.000419937179555667,0.0,0.001118942119310228,0.0,0.0
MaritalStatus_Married_catboost_encoded,7.240972992801074,0.007228064350696801,0.2599245460542587,0.07869487520397075,122,372,309,430,130,375,10,0.0014695727386632859,0.0,0.0013152359556027964,0.0,0.0
MaritalStatus_Married_target_encoded,7.245316634074206,0.0072107099124578454,0.2598936673166634,0.07871832879003071,414,404,351,246,131,377,0,0.0013955963817497243,0.0,0.0017176647492517553,0.0,0.0
MaritalStatus_Married_woe_encoded,9.087974222513413,0.0026287763119080066,0.2598124409413013,0.08809246906767305,194,325,95,384,132,381,4,0.0007454043698583426,0.002200406410584412,0.0012163465863402425,0.0,0.0
MaritalStatus_Single,42.14702706101204,1.251471061935837e-10,0.21263550855563826,0.18708704443699986,118,330,306,83,41,140,8,0.002415694274397881,0.0004727968245731227,0.005531329407013076,0.0,0.004376282
MaritalStatus_Single_catboost_encoded,38.365895237090115,8.124792952751681e-10,0.21864813020730958,0.17877872858726557,171,79,290,40,139,182,11,0.003808226714812399,0.002011151296330134,0.006243376844797538,0.0,0.0016246944
MaritalStatus_Single_target_encoded,38.37234063978474,8.098858610584867e-10,0.21864846345938074,0.17879326519464836,359,106,75,18,140,386,0,0.004045201741628034,0.0,0.004738498442685293,0.0,0.0
MaritalStatus_Single_woe_encoded,39.729290016387125,4.1341830689752007e-10,0.21731950324452268,0.1818243646952821,295,126,363,54,141,84,1,0.0035986316642082905,0.0034103268134265436,0.006919424434328358,0.02,0.0051773814
MonthlyIncome,30.78606053742146,3.5659183164961087e-08,0.6864558085209553,0.16065556801468342,8,6,68,232,3,26,30,0.0033611947003189895,0.008413101666205246,0.0014594544001704708,0.0,0.0061974223
MonthlyIncome*MonthlyRate,15.02111729823993,0.00011226009455270554,0.9881804486699739,0.11296892377908395,5,15,13,132,151,70,23,0.003747581107091699,0.005955788884173411,0.0017508558038595826,0.0,0.0057884203
MonthlyIncome*MonthlyRate_binned_5,17.190193660619734,3.627538311531754e-05,0.4984919506737049,0.1207392448426005,516,487,348,187,153,401,0,0.0007918016892026188,0.0,0.001976520533372173,0.0,0.0
MonthlyIncome*MonthlyRate_binned_5_catboost_encoded,13.09376414715968,0.0003090148004542902,0.35031041522699463,0.10555917714181769,178,158,141,266,155,399,4,0.0011716372508295794,0.0030051870838746424,0.001989536305170622,0.0,0.0
MonthlyIncome*MonthlyRate_binned_5_target_encoded,13.10301125715248,0.0003075102295225693,0.35009878841402425,0.10559602921260372,518,231,313,197,157,405,0,0.0013820068198890708,5.181934695082401e-05,0.0017172208445334794,0.0,0.0
MonthlyIncome*MonthlyRate_binned_5_woe_encoded,14.650469743801855,0.0001362985788174629,0.44955905756127235,0.11158402902723707,121,247,72,279,161,74,9,0.0016866515457866582,0.0037309988711420115,0.002100927415419045,0.0,0.0058617652
MonthlyIncome*PercentSalaryHike,27.765808716590218,1.6309631099104597e-07,0.834935049049993,0.1527651960192369,58,11,34,205,30,33,25,0.0035949619914555863,0.012827231362494487,0.0019626420000344843,0.02,0.005437719
MonthlyIncome*PercentSalaryHike_binned_5,30.65856974200022,3.801628271970824e-08,0.49736289722606014,0.16033113934726928,403,490,320,285,163,409,0,0.0007344286595124931,0.0,0.0011663020701454105,0.0,0.0
MonthlyIncome*PercentSalaryHike_binned_5_catboost_encoded,29.4636520214668,6.931353875102307e-08,2.250893056659608,0.15725443023319413,138,242,362,157,165,413,7,0.0026570813990601217,0.0,0.0018514471631603893,0.0,0.0
MonthlyIncome*PercentSalaryHike_binned_5_target_encoded,29.47414141163744,6.894865604101631e-08,2.252359487461316,0.1572817275758616,397,161,317,60,167,415,0,0.0027533028666769793,0.0,0.0017453276563647233,0.0,0.0
MonthlyIncome*PercentSalaryHike_binned_5_woe_encoded,29.689492655674417,6.186918409804846e-08,3.1370261658613408,0.15784100340457757,257,142,56,235,171,416,2,0.0020800200859403904,0.0053678824374825485,0.0015227277909861969,0.0,0.0
MonthlyIncome*TotalWorkingYears,22.331626598468723,2.5743171706123056e-06,3.063802267346292,0.13731674976780534,132,27,12,423,174,22,6,0.006256869399578163,0.01613691255184051,0.0010512879581798548,0.0,0.02068621
MonthlyIncome*TotalWorkingYears_binned_5,39.481577575743785,4.673680980971183e-10,0.49583787242710875,0.18127532428946877,558,523,300,318,176,419,0,0.0003802207697647681,0.0,0.001118326401063039,0.0,0.0
MonthlyIncome*TotalWorkingYears_binned_5_catboost_encoded,37.94228937723055,1.0025241864783185e-09,1.2457287705844127,0.17782040141814845,235,431,283,253,178,453,4,0.0014348044086070846,0.0,0.0014006794131947594,0.0,0.0
MonthlyIncome*TotalWorkingYears_binned_5_target_encoded,37.953858170704315,9.96784244194746e-10,1.2464909811392588,0.1778466511973296,560,358,154,251,180,421,0,0.0018100116447557807,0.0006157876607935013,0.0012819509662528865,0.0,0.0
MonthlyIncome*TotalWorkingYears_binned_5_woe_encoded,37.657574134618976,1.1547273403788332e-09,1.1434490676745779,0.17717299214490617,555,374,284,309,182,422,0,0.0009848915616258275,0.0011461866102178294,0.0013128475187741534,0.0,0.0
MonthlyIncome*YearsAtCompany,11.69428360119207,0.0006486764855437788,3.1059433196832327,0.09981810396257675,47,2,24,413,185,11,13,0.007396622348772528,0.01413332935089196,0.0014913139386086485,0.0,0.010054545
MonthlyIncome*YearsAtCompany_binned_5,48.08103262453052,6.77072300435595e-12,0.49518560834189496,0.19933321265214893,409,451,331,348,186,425,0,0.0011396323028031777,0.0,0.0020577658549642505,0.0,0.0
MonthlyIncome*YearsAtCompany_binned_5_catboost_encoded,48.214719471634226,6.341677068959467e-12,0.9970285591560123,0.19959911287164803,185,229,279,78,187,427,3,0.0018510754587773113,0.0,0.004364506478747499,0.0,0.0
MonthlyIncome*YearsAtCompany_binned_5_target_encoded,48.219983549606866,6.325352260732786e-12,0.9962541412417689,0.1996095745582836,380,249,418,182,188,428,0,0.001450890511202397,0.0,0.0017590543391152757,0.0,0.0
MonthlyIncome*YearsAtCompany_binned_5_woe_encoded,46.769746119820674,1.2875109174830728e-11,0.5738453718210929,0.19670287852985602,251,209,387,128,189,431,2,0.0009740041324080005,0.0,0.0026587548801277196,0.0,0.0
MonthlyIncome*YearsInCurrentRole,18.394624692564825,1.9446907632455298e-05,1.4132465646076522,0.12483370320196033,133,48,63,374,25,60,10,0.0015430946826610443,0.0032547352478675177,0.0009228461724103305,0.02,0.009033034
MonthlyIncome*YearsInCurrentRole_binned_5,43.30373924981597,7.075032239049354e-11,0.49583787242710875,0.18954592303177456,303,551,355,492,197,433,0,0.0006726364148384202,0.0,0.0011196593868216878,0.0,0.0
MonthlyIncome*YearsInCurrentRole_binned_5_catboost_encoded,41.64964435605767,1.599723919131896e-10,0.6287455818147466,0.18601827072701252,105,399,129,483,17,144,14,0.0004400428318945799,0.0,0.0011743725308877183,0.0,0.003462643
MonthlyIncome*YearsInCurrentRole_binned_5_target_encoded,41.660366129856875,1.5912772506090192e-10,0.6279442499923533,0.18604138371735696,460,343,341,310,199,437,0,0.0006482277785221541,0.0,0.0015652277121256115,0.0,0.0
MonthlyIncome*YearsInCurrentRole_binned_5_woe_encoded,41.593773055016165,1.6444726530421752e-10,0.5024652041128425,0.18589777546443928,250,396,345,533,206,143,2,0.001613642855864141,0.001009661884728483,0.0010329462844421338,0.02,0.0025625569
MonthlyIncome*YearsSinceLastPromotion,3.8262790793420787,0.05069412732507859,5.253107673586902,0.05728902107416451,83,108,44,252,208,441,2,0.0026979702964840023,0.002129705142370036,0.001091520368292577,0.0,0.0
MonthlyIncome*YearsSinceLastPromotion_binned_5,7.585607054478068,0.005975408277323519,0.33589293938427744,0.0805339801505716,467,537,281,488,209,224,0,0.0003415164130007225,0.0,0.001289147318379714,0.0,0.0
MonthlyIncome*YearsSinceLastPromotion_binned_5_catboost_encoded,1.7193083233320547,0.19004114433217584,0.264883137647469,0.03843729020908403,17,188,420,109,210,100,18,0.0015901703662521624,0.00030488412597672206,0.0013958818921582358,0.0,0.00424323
MonthlyIncome*YearsSinceLastPromotion_binned_5_target_encoded,1.719618413200288,0.1900012247570578,0.26507485682061643,0.03844075115488738,468,227,143,184,213,443,0,0.001279852534969201,0.0005634690025583179,0.0018721552930322874,0.0,0.0
MonthlyIncome*YearsSinceLastPromotion_binned_5_woe_encoded,2.1979575803831652,0.1384648767372511,0.317769477190859,0.04345064590352892,229,305,257,271,215,447,1,0.0010159611228222165,0.0,0.0012881647558099054,0.0,0.0
MonthlyIncome*YearsWithCurrManager,18.562510592287385,1.7831768777278632e-05,1.436867729317854,0.12539316469458162,127,81,353,519,229,382,9,0.001294188777707093,0.0,0.0006191307958233431,0.0,0.0
MonthlyIncome*YearsWithCurrManager_binned_5,39.89722663818074,3.8044005680792924e-10,0.4952151309030361,0.1821955172521539,335,526,366,559,231,449,0,0.000117604729983142,0.0,0.001079937177676365,0.0,0.0
MonthlyIncome*YearsWithCurrManager_binned_5_catboost_encoded,43.01431377255608,8.159603018834536e-11,1.2404285424752495,0.18893412061046114,206,382,334,380,233,166,3,0.0007790398019156899,0.0,0.0011493018779885713,0.0,0.003642912
MonthlyIncome*YearsWithCurrManager_binned_5_target_encoded,43.02442981297498,8.119021209116833e-11,1.2400544049798095,0.18895554278798823,310,329,350,391,235,454,0,0.0013145154911220192,0.0,0.0009474467195259395,0.0,0.0
MonthlyIncome*YearsWithCurrManager_binned_5_woe_encoded,43.03798223670526,8.064970884134783e-11,0.7107640886730123,0.18898423763450195,297,395,372,471,237,455,1,0.0004730248461324579,0.0,0.001987064034642527,0.0,0.0
MonthlyIncome^2,22.251125517133904,2.6824077545482153e-06,2.067478356298456,0.13707368515194251,402,38,116,409,239,457,0,0.00580371378536431,0.0016600302580247655,0.001955661263132912,0.02,0.0
MonthlyIncome^2_binned_5,38.174810187551294,8.932688490225375e-10,0.4967117402368889,0.17834715649566898,441,474,376,243,241,493,0,0.00112397581967331,0.0,0.0010860043491735351,0.0,0.0
MonthlyIncome^2_binned_5_catboost_encoded,37.3010488897221,1.3784221963755714e-09,1.7008240255704412,0.17635850771720019,147,228,371,4,243,171,11,0.002592440338092002,0.0,0.002254048925919725,0.0,0.0034311828
MonthlyIncome^2_binned_5_target_encoded,37.31221682558125,1.3707956389357946e-09,1.6998815757484693,0.17638408536863953,445,301,342,20,245,461,0,0.0023232684503341652,0.0,0.0021646805889969723,0.0,0.0
MonthlyIncome^2_binned_5_woe_encoded,37.79810970593264,1.07690355490782e-09,1.3296915658043242,0.1774928871866829,300,273,305,137,247,463,1,0.0016701963586305407,0.0,0.0017493698908126324,0.0,0.0
MonthlyIncome_binned_5,38.174810187551294,8.932688490225375e-10,0.4967117402368889,0.17834715649566898,345,453,369,121,249,501,0,0.0018877746666882936,0.0,0.0015227286085626487,0.0,0.0
MonthlyIncome_binned_5_catboost_encoded,37.3010488897221,1.3784221963755714e-09,1.7008240255704412,0.17635850771720019,525,327,347,53,251,464,0,0.001525124592713433,0.0008310509506453339,0.0026958885928710487,0.0,0.0
MonthlyIncome_binned_5_target_encoded,37.31221682558125,1.3707956389357946e-09,1.6998815757484693,0.17638408536863953,526,155,377,36,253,467,0,0.0016019753509466687,0.0,0.0024667791912509566,0.0,0.0
MonthlyIncome_binned_5_woe_encoded,37.79810970593264,1.07690355490782e-09,1.3296915658043242,0.1774928871866829,451,221,181,103,255,468,0,0.0018873972810145234,0.0,0.0018323301274721837,0.0,0.0
MonthlyRate,0.4179795794951995,0.518074591021413,0.319633007506359,0.018962534021694715,84,65,464,358,257,105,15,0.003347704222246399,0.0,0.0013235676127019936,0.0,0.004583827
MonthlyRate*PercentSalaryHike,0.428213643132967,0.5129962830509616,0.484075254156422,0.01919319072104971,107,50,121,321,259,172,13,0.0028164094662951927,0.0031916761216654135,0.00193078340405742,0.0,0.0023612413
MonthlyRate*PercentSalaryHike_binned_5,0.7147451277382613,0.39804707606366396,0.498275144365324,0.024793566966662288,493,486,379,347,261,513,0,0.0008276855908953255,0.0,0.001916210695765868,0.0,0.0
MonthlyRate*PercentSalaryHike_binned_5_catboost_encoded,2.2649806900927643,0.13259961746063492,0.3473323679609692,0.044106879642356066,96,219,378,398,263,157,9,0.001982016801203371,0.0,0.0013915275737853103,0.0,0.0035957196
MonthlyRate*PercentSalaryHike_binned_5_target_encoded,2.259457067962215,0.13307232687225704,0.3475574755036675,0.04405316945632928,452,183,140,354,265,517,0,0.0019918632111625948,0.0010511766806739057,0.0013513388786868619,0.0,0.0
MonthlyRate*PercentSalaryHike_binned_5_woe_encoded,1.0923236921300905,0.2961742906300728,0.599507121628126,0.03064563198912681,233,176,214,229,267,474,4,0.0016539064330988948,0.001418797212883612,0.0012921489482252782,0.0,0.0
MonthlyRate*TotalWorkingYears,16.49620047100171,5.201647814288593e-05,0.8503629269723908,0.11831174762936081,53,57,173,376,36,121,20,0.0026228200048154225,0.0004439796823427751,0.0015519918785155973,0.02,0.004400611
MonthlyRate*TotalWorkingYears_binned_5,21.991639034510378,3.0628668519883033e-06,0.4995586377109388,0.13628701559037937,496,436,384,400,272,523,0,0.0008349312268774257,0.0,0.0013309551209703448,0.0,0.0
MonthlyRate*TotalWorkingYears_binned_5_catboost_encoded,14.927288147032405,0.00011790833091603352,0.6720607190220681,0.11262003082671306,75,191,225,261,274,111,21,0.0019728523604130898,0.0,0.0020754154594632467,0.0,0.006062289
MonthlyRate*TotalWorkingYears_binned_5_target_encoded,14.933177801533065,0.00011754550891652412,0.6728768823052713,0.11264196425820297,510,291,394,355,276,524,0,0.0011778708270735834,0.0,0.0011303518523830608,0.0,0.0
MonthlyRate*TotalWorkingYears_binned_5_woe_encoded,15.586001003704549,8.357078877337943e-05,0.5334867974141515,0.11504587004670105,210,320,393,419,278,481,9,0.0010549159466007466,0.0,0.0017128209611577117,0.0,0.0
MonthlyRate*YearsAtCompany,12.411748782788678,0.00044320701067100535,1.0634928597848987,0.10280311985027484,137,66,50,108,280,83,12,0.002309638693658131,0.0067051006386864035,0.002024267927050161,0.0,0.0052394536
MonthlyRate*YearsAtCompany_binned_5,26.594187896000914,2.948518666910569e-07,0.49910472833339237,0.1495810458036752,557,538,404,500,282,485,0,0.0005780573951385594,0.0,0.0011460739318795558,0.0,0.0
MonthlyRate*YearsAtCompany_binned_5_catboost_encoded,20.011205677150024,8.454081244352477e-06,0.9350490881309834,0.1301145400890944,167,397,401,443,284,151,6,0.0016948224411361024,5.5667865243710183e-05,0.00147926730375313,0.0,0.0021193125
MonthlyRate*YearsAtCompany_binned_5_target_encoded,20.019769553734584,8.416945157441055e-06,0.9347207605134644,0.13014190718392082,531,448,395,437,286,235,0,0.001920910482173227,0.0,0.0015649700688993432,0.0,0.0
MonthlyRate*YearsAtCompany_binned_5_woe_encoded,19.843940371515075,9.213370639960282e-06,0.7853693661506512,0.12957878107168125,299,266,365,518,288,489,1,0.0006093403065252633,0.0,0.0012932883911485069,0.0,0.0
MonthlyRate*YearsInCurrentRole,20.652354933549958,6.0821293007677885e-06,0.7516417392617116,0.1321466748627885,26,124,179,240,5,67,16,0.002598763946836038,0.0013766611950683887,0.0010520838989525147,0.02,0.004713647
MonthlyRate*YearsInCurrentRole_binned_5,30.53151393207794,4.052091729271085e-08,0.4991143231657634,0.16000709393046497,252,507,274,425,292,491,2,0.0005829441616728586,0.0,0.0014699552319550854,0.0,0.0
MonthlyRate*YearsInCurrentRole_binned_5_catboost_encoded,28.388504726383136,1.191266316004372e-07,2.349900732770617,0.15442830222004517,95,304,260,269,294,127,11,0.0009301580409322515,0.0,0.0018477098044721988,0.0,0.003217243
MonthlyRate*YearsInCurrentRole_binned_5_target_encoded,28.39747852791371,1.1858884962748974e-07,2.3566045962556506,0.15445212604420003,418,211,468,124,296,495,0,0.0014743327092526526,0.0011292402184791429,0.001126605846855945,0.0,0.0
MonthlyRate*YearsInCurrentRole_binned_5_woe_encoded,26.518916436550505,3.0629929904697675e-07,2.730095601402254,0.1493739406231238,230,212,120,130,225,497,5,0.0012602167734548494,0.002723335383184,0.001890480413569585,0.0,0.0
MonthlyRate*YearsSinceLastPromotion,1.3244290724194707,0.2500354749934039,2.379430387406655,0.03374146450232785,125,86,124,72,20,118,7,0.001586701815578861,0.0014429751138472146,0.0016834160677471268,0.02,0.0038170838
MonthlyRate*YearsSinceLastPromotion_binned_5,3.900962919796022,0.04849482205636237,0.3382818681286239,0.057843568884191864,343,535,454,538,298,507,0,0.0004799719745981826,0.0,0.0011645358125019257,0.0,0.0
MonthlyRate*YearsSinceLastPromotion_binned_5_catboost_encoded,0.00014122404101099943,0.9905203847463069,0.31542578344855865,0.0003486191396225555,117,55,165,198,301,32,8,0.0018984074728586428,0.004586959194517342,0.001315586668607803,0.0,0.006056545
MonthlyRate*YearsSinceLastPromotion_binned_5_target_encoded,0.00012745342965260405,0.9909943895975408,0.31535055667020573,0.0003311865380055553,334,94,53,263,302,509,0,0.001450177126179217,0.0013187594992340019,0.0015262882175408196,0.0,0.0
